dcterms:identifier,dcterms:title,dcterms:description,dcterms:creator,dcterms:date,dcterms:available,dcterms:type:en,dcterms:type:pt,dcterms:medium:pt,dcterms:medium:en,dcterms:format:pt,dcterms:format:en,dcterms:rights,dcterms:bibliographicCitation,dcterms:source,dcterms:hasVersion,latitude,longitude,schema:polygon,foaf:depicts,schema:width,schema:height,media,item_sets
0071824cx038-11,"Estrada de Ferro do Corcovado, com o mirante Chapéu do Sol ao fundo",,Marc Ferrez,1885 circa,1884/1890,http://wikidata.org/wiki/Q125191 Photograph,http://wikidata.org/wiki/Q125191 Fotografia,http://wikidata.org/wiki/Q172984 Gelatina de prata,http://wikidata.org/wiki/Q172984 Silver gelatin,http://wikidata.org/wiki/Q85621807 Negativo de vidro,http://wikidata.org/wiki/Q85621807 Glass plate negative,,,http://acervos.ims.com.br/portals/#/detailpage/75683 Instituto Moreira Salles,www.wikidata.org/wiki/Q65620559 Wikidata,-22.94537,-43.21545,"POLYGON ((-43.215449 -22.945371, -43.207404 -22.948311, -43.207508 -22.948542, -43.20762 -22.94877, -43.20774 -22.948995, -43.207867 -22.949216, -43.208002 -22.949434, -43.208144 -22.949647, -43.208294 -22.949856, -43.20845 -22.950061, -43.208614 -22.950261, -43.208784 -22.950456, -43.208961 -22.950647, -43.209144 -22.950832, -43.209333 -22.951011, -43.209529 -22.951185, -43.20973 -22.951354, -43.209937 -22.951516, -43.210149 -22.951673, -43.210367 -22.951823, -43.210589 -22.951967, -43.210817 -22.952104, -43.211049 -22.952235, -43.211285 -22.952359, -43.211525 -22.952476, -43.21177 -22.952586, -43.212018 -22.952688, -43.212269 -22.952784, -43.212523 -22.952872, -43.212726 -22.952937, -43.215449 -22.945371))",http://www.wikidata.org/entity/Q506938 Corcovado,180.0,240.0,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/0071824cx038-11.jpg,all||views
0071824cx038-12,Pão de Açúcar visto do Mirante Dona Marta,,Marc Ferrez,1885 circa,1880/1890,http://wikidata.org/wiki/Q125191 Photograph,http://wikidata.org/wiki/Q125191 Fotografia,http://wikidata.org/wiki/Q172984 Gelatina de prata,http://wikidata.org/wiki/Q172984 Silver gelatin,http://wikidata.org/wiki/Q85621807 Negativo de vidro,http://wikidata.org/wiki/Q85621807 Glass plate negative,,,http://acervos.ims.com.br/portals/#/detailpage/75684 Instituto Moreira Salles,www.wikidata.org/wiki/Q65620560 Wikidata,-22.94501,-43.19648,"POLYGON ((-43.196483 -22.945005, -43.180075 -22.939778, -43.179904 -22.940255, -43.179751 -22.940737, -43.179613 -22.941223, -43.179493 -22.941713, -43.179389 -22.942206, -43.179302 -22.942702, -43.179231 -22.9432, -43.179178 -22.9437, -43.179142 -22.944201, -43.179123 -22.944703, -43.179122 -22.945205, -43.179137 -22.945707, -43.17917 -22.946209, -43.179219 -22.946709, -43.179286 -22.947208, -43.179369 -22.947704, -43.17947 -22.948198, -43.179587 -22.948688, -43.179721 -22.949175, -43.179871 -22.949658, -43.180038 -22.950136, -43.180221 -22.950609, -43.180421 -22.951077, -43.180636 -22.951538, -43.180761 -22.95179, -43.196483 -22.945005))",http://www.wikidata.org/entity/Q506938 Corcovado,240.0,180.0,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/0071824cx038-12.jpg,all||views||smapshot
0071824cx038-13,"Estrada de Ferro do Corcovado, Ponte das Caboclas, km 2 (aproximadamente)",,Marc Ferrez,1884 circa,1884/1890,http://wikidata.org/wiki/Q125191 Photograph,http://wikidata.org/wiki/Q125191 Fotografia,http://wikidata.org/wiki/Q172984 Gelatina de prata,http://wikidata.org/wiki/Q172984 Silver gelatin,http://wikidata.org/wiki/Q85621807 Negativo de vidro,http://wikidata.org/wiki/Q85621807 Glass plate negative,,,http://acervos.ims.com.br/portals/#/detailpage/75685 Instituto Moreira Salles,www.wikidata.org/wiki/Q89049590 Wikidata,-22.94711,-43.21259,"POLYGON ((-43.21259 -22.947109, -43.160935 -22.978557, -43.162033 -22.980035, -43.163182 -22.981481, -43.164378 -22.982894, -43.165623 -22.984271, -43.166914 -22.985611, -43.16825 -22.986913, -43.16963 -22.988176, -43.171052 -22.989398, -43.172515 -22.990579, -43.174018 -22.991717, -43.175559 -22.99281, -43.177136 -22.993859, -43.178749 -22.994861, -43.180395 -22.995816, -43.182073 -22.996724, -43.183781 -22.997582, -43.185517 -22.99839, -43.18728 -22.999148, -43.189069 -22.999854, -43.19088 -23.000509, -43.192713 -23.00111, -43.194565 -23.001659, -43.196436 -23.002153, -43.198322 -23.002593, -43.200222 -23.002979, -43.202135 -23.003309, -43.204058 -23.003583, -43.205559 -23.003758, -43.21259 -22.947109))",,180.0,240.0,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/0071824cx038-13.jpg,all||views
0071824cx038-14,"Estrada de Ferro do Corcovado, Ponte das Caboclas,  km 2 (aproximadamente)",,Marc Ferrez,1884 circa,1884/1890,http://wikidata.org/wiki/Q125191 Photograph,http://wikidata.org/wiki/Q125191 Fotografia,http://wikidata.org/wiki/Q172984 Gelatina de prata,http://wikidata.org/wiki/Q172984 Silver gelatin,http://wikidata.org/wiki/Q85621807 Negativo de vidro,http://wikidata.org/wiki/Q85621807 Glass plate negative,,,http://acervos.ims.com.br/portals/#/detailpage/75686 Instituto Moreira Salles,www.wikidata.org/wiki/Q89049589 Wikidata,-22.94711,-43.21259,"POLYGON ((-43.212586 -22.947111, -43.076041 -22.997985, -43.077842 -23.001909, -43.079777 -23.00578, -43.081842 -23.009592, -43.084037 -23.013343, -43.08636 -23.017029, -43.088806 -23.020645, -43.091375 -23.024189, -43.094064 -23.027657, -43.096871 -23.031046, -43.099791 -23.034351, -43.102823 -23.037571, -43.105964 -23.040701, -43.10921 -23.043739, -43.112558 -23.046682, -43.116006 -23.049526, -43.119548 -23.052269, -43.123183 -23.054908, -43.126906 -23.057441, -43.130714 -23.059865, -43.134603 -23.062177, -43.13857 -23.064376, -43.142609 -23.066459, -43.146718 -23.068424, -43.150892 -23.070269, -43.155126 -23.071993, -43.159418 -23.073593, -43.163763 -23.075069, -43.167175 -23.076129, -43.212586 -22.947111))",,180.0,240.0,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/0071824cx038-14.jpg,all||views
0071824cx039-04,Rebocador Audaz,"O Rebocador Audaz foi o primeiro navio a ostentar esse nome na Marinha do Brasil. Foi construído em Elbing, Alemanha, em 1890, para o serviço de Socorro Naval.",Marc Ferrez,1893 circa,1890/1898,http://wikidata.org/wiki/Q125191 Photograph,http://wikidata.org/wiki/Q125191 Fotografia,http://wikidata.org/wiki/Q172984 Gelatina de prata,http://wikidata.org/wiki/Q172984 Silver gelatin,http://wikidata.org/wiki/Q85621807 Negativo de vidro,http://wikidata.org/wiki/Q85621807 Glass plate negative,,,http://acervos.ims.com.br/portals/#/detailpage/88726 Instituto Moreira Salles,www.wikidata.org/wiki/Q65620561 Wikidata,-22.90031,-43.1743,"POLYGON ((-43.174304 -22.900313, -43.106451 -22.992813, -43.109641 -22.994731, -43.112894 -22.996555, -43.116208 -22.998284, -43.119579 -22.999917, -43.123005 -23.001451, -43.126481 -23.002886, -43.130005 -23.004219, -43.133572 -23.005449, -43.13718 -23.006576, -43.140824 -23.007598, -43.144502 -23.008513, -43.148209 -23.009322, -43.151942 -23.010024, -43.155697 -23.010616, -43.15947 -23.0111, -43.163258 -23.011475, -43.167057 -23.01174, -43.170863 -23.011894, -43.174673 -23.011939, -43.178482 -23.011873, -43.182287 -23.011697, -43.186084 -23.011411, -43.18987 -23.011015, -43.19364 -23.01051, -43.197391 -23.009896, -43.201119 -23.009174, -43.204821 -23.008344, -43.207679 -23.007625, -43.174304 -22.900313))",http://www.wikidata.org/entity/Q224101 Baía de Guanabara,240.0,180.0,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/0071824cx039-04.jpg,all||views
0071824cx040-01,Vegetação,,Marc Ferrez,1880 circa,1875/1885,http://wikidata.org/wiki/Q125191 Photograph,http://wikidata.org/wiki/Q125191 Fotografia,http://wikidata.org/wiki/Q172984 Gelatina de prata,http://wikidata.org/wiki/Q172984 Silver gelatin,http://wikidata.org/wiki/Q85621807 Negativo de vidro,http://wikidata.org/wiki/Q85621807 Glass plate negative,,,http://acervos.ims.com.br/portals/#/detailpage/75689 Instituto Moreira Salles,www.wikidata.org/wiki/Q89049596 Wikidata,-22.96803,-43.22563,"POLYGON ((-43.22563 -22.968032, -43.226225 -22.969745, -43.226283 -22.969727, -43.22634 -22.969707, -43.226397 -22.969686, -43.226453 -22.969663, -43.226509 -22.969638, -43.226563 -22.969612, -43.226616 -22.969585, -43.226669 -22.969555, -43.22672 -22.969524, -43.226771 -22.969492, -43.22682 -22.969458, -43.226868 -22.969423, -43.226915 -22.969387, -43.22696 -22.969349, -43.227005 -22.96931, -43.227048 -22.96927, -43.227089 -22.969228, -43.227129 -22.969185, -43.227168 -22.969141, -43.227205 -22.969096, -43.22724 -22.96905, -43.227274 -22.969003, -43.227307 -22.968955, -43.227337 -22.968906, -43.227366 -22.968856, -43.227394 -22.968806, -43.227419 -22.968754, -43.227438 -22.968714, -43.22563 -22.968032))",,180.0,240.0,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/0071824cx040-01.jpg,all||views
0071824cx040-03,Homem montado a cavalo com trajes típicos da região sul da país,,Marc Ferrez,1885 circa,1880/1890,http://wikidata.org/wiki/Q125191 Photograph,http://wikidata.org/wiki/Q125191 Fotografia,http://wikidata.org/wiki/Q172984 Gelatina de prata,http://wikidata.org/wiki/Q172984 Silver gelatin,http://wikidata.org/wiki/Q85621807 Negativo de vidro,http://wikidata.org/wiki/Q85621807 Glass plate negative,,,http://acervos.ims.com.br/portals/#/detailpage/69545 Instituto Moreira Salles,www.wikidata.org/wiki/Q89049243 Wikidata,-22.91241,-43.2298,"POLYGON ((-43.229803 -22.912411, -43.231211 -22.913658, -43.231253 -22.913616, -43.231293 -22.913574, -43.231332 -22.91353, -43.231369 -22.913485, -43.231405 -22.913439, -43.231439 -22.913392, -43.231472 -22.913345, -43.231503 -22.913296, -43.231532 -22.913246, -43.23156 -22.913196, -43.231586 -22.913145, -43.23161 -22.913093, -43.231632 -22.91304, -43.231653 -22.912987, -43.231672 -22.912933, -43.231689 -22.912879, -43.231704 -22.912824, -43.231717 -22.912769, -43.231728 -22.912713, -43.231737 -22.912657, -43.231745 -22.912601, -43.23175 -22.912545, -43.231751 -22.912532, -43.229803 -22.912411))",,240.0,180.0,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/0071824cx040-03.jpg,all||views
0071824cx040-05,"Vista do Cais Pharoux, praça XV de Novembro e arredores do centro do Rio de Janeiro","Cais Pharoux, Praça D. Pedro II, atual Praça XV de Novembro; ao fundo, morro do Castelo e o Pão de Açúcar.",Marc Ferrez,1890 circa,1885/1895,http://wikidata.org/wiki/Q125191 Photograph,http://wikidata.org/wiki/Q125191 Fotografia,http://wikidata.org/wiki/Q172984 Gelatina de prata,http://wikidata.org/wiki/Q172984 Silver gelatin,http://wikidata.org/wiki/Q85621807 Negativo de vidro,http://wikidata.org/wiki/Q85621807 Glass plate negative,,,http://acervos.ims.com.br/portals/#/detailpage/75693 Instituto Moreira Salles,www.wikidata.org/wiki/Q65620563 Wikidata,-22.89624,-43.17389,"POLYGON ((-43.173885 -22.89624, -43.104227 -22.982537, -43.107205 -22.98451, -43.110249 -22.986396, -43.113357 -22.988193, -43.116524 -22.989899, -43.119747 -22.991512, -43.123025 -22.993032, -43.126352 -22.994456, -43.129727 -22.995783, -43.133145 -22.997011, -43.136604 -22.99814, -43.140099 -22.999169, -43.143628 -23.000096, -43.147187 -23.00092, -43.150772 -23.001641, -43.15438 -23.002257, -43.158007 -23.002769, -43.16165 -23.003176, -43.165305 -23.003478, -43.168969 -23.003673, -43.172637 -23.003762, -43.176307 -23.003745, -43.179975 -23.003622, -43.183636 -23.003393, -43.187287 -23.003058, -43.190926 -23.002617, -43.194547 -23.002071, -43.198149 -23.001421, -43.201726 -23.000667, -43.205275 -22.99981, -43.206765 -22.999417, -43.173885 -22.89624))",http://www.wikidata.org/entity/Q224101 Baía de Guanabara,,,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/0071824cx040-05.jpg,all||views||smapshot
0071824cx040-07,Bairro do Flamengo visto do Morro Nova Cintra,"Destaque para a Igreja Nossa Senhora da Glória e para o Largo do Machado. Ao fundo, o Pão de Açúcar.",Marc Ferrez,1890 circa,1885/1895,http://wikidata.org/wiki/Q125191 Photograph,http://wikidata.org/wiki/Q125191 Fotografia,http://wikidata.org/wiki/Q172984 Gelatina de prata,http://wikidata.org/wiki/Q172984 Silver gelatin,http://wikidata.org/wiki/Q85621807 Negativo de vidro,http://wikidata.org/wiki/Q85621807 Glass plate negative,,,http://acervos.ims.com.br/portals/#/detailpage/75695 Instituto Moreira Salles,www.wikidata.org/wiki/Q65621404 Wikidata,-22.92884,-43.18363,"POLYGON ((-43.183633 -22.928839, -43.179311 -22.92903, -43.179319 -22.929155, -43.179332 -22.929279, -43.179349 -22.929403, -43.179371 -22.929527, -43.179396 -22.92965, -43.179426 -22.929772, -43.17946 -22.929894, -43.179498 -22.930014, -43.17954 -22.930133, -43.179586 -22.930251, -43.179636 -22.930367, -43.17969 -22.930482, -43.179748 -22.930595, -43.17981 -22.930707, -43.179876 -22.930816, -43.179945 -22.930924, -43.180018 -22.93103, -43.180094 -22.931133, -43.180174 -22.931234, -43.180258 -22.931333, -43.180344 -22.93143, -43.180434 -22.931524, -43.180528 -22.931615, -43.180624 -22.931703, -43.180723 -22.931789, -43.180825 -22.931872, -43.18093 -22.931951, -43.181037 -22.932028, -43.181147 -22.932101, -43.18126 -22.932172, -43.181298 -22.932194, -43.183633 -22.928839))",http://www.wikidata.org/entity/Q22049663 Morro da Nova Cintra,240.0,180.0,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/0071824cx040-07.jpg,all||views||smapshot
0071824cx040-08,Panorama do Rio de Janeiro visto a partir da Ilha das Cobras,,Marc Ferrez,1890 circa,1885/1895,http://wikidata.org/wiki/Q125191 Photograph,http://wikidata.org/wiki/Q125191 Fotografia,http://wikidata.org/wiki/Q172984 Gelatina de prata,http://wikidata.org/wiki/Q172984 Silver gelatin,http://wikidata.org/wiki/Q85621807 Negativo de vidro,http://wikidata.org/wiki/Q85621807 Glass plate negative,,,http://acervos.ims.com.br/portals/#/detailpage/75696 Instituto Moreira Salles,www.wikidata.org/wiki/Q89049599 Wikidata,-22.89637,-43.17392,"POLYGON ((-43.173925 -22.896368, -43.178127 -22.906132, -43.178457 -22.906005, -43.178784 -22.905869, -43.179105 -22.905724, -43.179422 -22.90557, -43.179733 -22.905406, -43.180038 -22.905234, -43.180338 -22.905052, -43.18063 -22.904862, -43.180917 -22.904664, -43.181196 -22.904458, -43.181469 -22.904243, -43.181733 -22.904021, -43.18199 -22.903792, -43.18224 -22.903555, -43.182481 -22.90331, -43.182713 -22.903059, -43.182937 -22.902802, -43.183152 -22.902538, -43.183358 -22.902268, -43.183554 -22.901992, -43.183741 -22.901711, -43.183918 -22.901424, -43.184086 -22.901132, -43.184243 -22.900836, -43.184391 -22.900535, -43.184528 -22.90023, -43.184654 -22.899922, -43.184745 -22.899679, -43.173925 -22.896368))",,240.0,180.0,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/0071824cx040-08.jpg,all||views||smapshot
0071824cx040-09,Panorama do Rio de Janeiro visto a partir da Ilha das Cobras,,Marc Ferrez,1890 circa,1885/1895,http://wikidata.org/wiki/Q125191 Photograph,http://wikidata.org/wiki/Q125191 Fotografia,http://wikidata.org/wiki/Q172984 Gelatina de prata,http://wikidata.org/wiki/Q172984 Silver gelatin,http://wikidata.org/wiki/Q85621807 Negativo de vidro,http://wikidata.org/wiki/Q85621807 Glass plate negative,,,http://acervos.ims.com.br/portals/#/detailpage/69546 Instituto Moreira Salles,www.wikidata.org/wiki/Q65620566 Wikidata,-22.89637,-43.1739,"POLYGON ((-43.173904 -22.896368, -43.174141 -22.898505, -43.174214 -22.898498, -43.174287 -22.898487, -43.174359 -22.898475, -43.17443 -22.898461, -43.174501 -22.898445, -43.174572 -22.898427, -43.174642 -22.898406, -43.174711 -22.898384, -43.174779 -22.89836, -43.174847 -22.898333, -43.174913 -22.898305, -43.174979 -22.898275, -43.175043 -22.898243, -43.175107 -22.898209, -43.175169 -22.898173, -43.17523 -22.898136, -43.175289 -22.898096, -43.175348 -22.898056, -43.175405 -22.898013, -43.17546 -22.897969, -43.175514 -22.897923, -43.175566 -22.897876, -43.175617 -22.897827, -43.175665 -22.897776, -43.175713 -22.897725, -43.175758 -22.897672, -43.175801 -22.897617, -43.175843 -22.897562, -43.175883 -22.897505, -43.175915 -22.897457, -43.173904 -22.896368))",http://www.wikidata.org/entity/Q5997836 Ilha das Cobras,240.0,180.0,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/0071824cx040-09.jpg,all||views||smapshot
0071824cx040-10,Panorama do Rio de Janeiro visto a partir da Ilha das Cobras,,Marc Ferrez,1890 circa,1885/1895,http://wikidata.org/wiki/Q125191 Photograph,http://wikidata.org/wiki/Q125191 Fotografia,http://wikidata.org/wiki/Q172984 Gelatina de prata,http://wikidata.org/wiki/Q172984 Silver gelatin,http://wikidata.org/wiki/Q85621807 Negativo de vidro,http://wikidata.org/wiki/Q85621807 Glass plate negative,,,http://acervos.ims.com.br/portals/#/detailpage/69547 Instituto Moreira Salles,www.wikidata.org/wiki/Q89049245 Wikidata,-22.89637,-43.17392,"POLYGON ((-43.173925 -22.896368, -43.178177 -22.90625, -43.178512 -22.906122, -43.178842 -22.905984, -43.179168 -22.905837, -43.179488 -22.905681, -43.179803 -22.905515, -43.180112 -22.90534, -43.180415 -22.905157, -43.180711 -22.904965, -43.181001 -22.904764, -43.181284 -22.904555, -43.18156 -22.904338, -43.181828 -22.904114, -43.182088 -22.903881, -43.18234 -22.903641, -43.182584 -22.903394, -43.182819 -22.90314, -43.183046 -22.902879, -43.183263 -22.902612, -43.183471 -22.902339, -43.18367 -22.90206, -43.18386 -22.901775, -43.184039 -22.901485, -43.184208 -22.90119, -43.184368 -22.90089, -43.184517 -22.900585, -43.184655 -22.900277, -43.184783 -22.899964, -43.184875 -22.899719, -43.173925 -22.896368))",,240.0,180.0,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/0071824cx040-10.jpg,all||views||smapshot
0071824cx040-11,Vista de Santa Teresa e dos Arcos da Lapa,"Ao fundo, o Morro do Corcovado e o mirante Chapéu do Sol.",Marc Ferrez,1897 circa,1892/1902,http://wikidata.org/wiki/Q125191 Photograph,http://wikidata.org/wiki/Q125191 Fotografia,http://wikidata.org/wiki/Q172984 Gelatina de prata,http://wikidata.org/wiki/Q172984 Silver gelatin,http://wikidata.org/wiki/Q85621807 Negativo de vidro,http://wikidata.org/wiki/Q85621807 Glass plate negative,,,http://acervos.ims.com.br/portals/#/detailpage/75699 Instituto Moreira Salles,www.wikidata.org/wiki/Q89049603 Wikidata,-22.90786,-43.17534,"POLYGON ((-43.175344 -22.90786, -43.17599 -22.909557, -43.176047 -22.909538, -43.176104 -22.909517, -43.17616 -22.909494, -43.176216 -22.90947, -43.17627 -22.909444, -43.176324 -22.909416, -43.176376 -22.909387, -43.176428 -22.909356, -43.176478 -22.909324, -43.176528 -22.909291, -43.176576 -22.909256, -43.176623 -22.909219, -43.176668 -22.909182, -43.176713 -22.909143, -43.176756 -22.909102, -43.176798 -22.909061, -43.176824 -22.909033, -43.175344 -22.90786))",,240.0,180.0,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/0071824cx040-11.jpg,all||views||smapshot
0071824cx040-12,Pedra de Itapuca,"Pedra de Itapuca, em Niterói, trata-se de um monumento natural localizado entre as praias de Icaraí e das Flechas, sob a designação indígena de Itapuca (pedra furada) por haver tido, em sua forma original, um túnel natural. A pedra foi parcialmente demolida por ordens do Presidente da Província, Conselheiro Pedreira, para dar prosseguimento ao Plano de Arruamento de 1840-1841, criando uma comunicação direta entre os bairros do Ingá e Icaraí.",Marc Ferrez,1884 circa,1879/1889,http://wikidata.org/wiki/Q125191 Photograph,http://wikidata.org/wiki/Q125191 Fotografia,http://wikidata.org/wiki/Q172984 Gelatina de prata,http://wikidata.org/wiki/Q172984 Silver gelatin,http://wikidata.org/wiki/Q85621807 Negativo de vidro,http://wikidata.org/wiki/Q85621807 Glass plate negative,,,http://acervos.ims.com.br/portals/#/detailpage/75700 Instituto Moreira Salles,www.wikidata.org/wiki/Q89049604 Wikidata,-22.90537,-43.11942,"POLYGON ((-43.119416 -22.905374, -43.120447 -22.906902, -43.120498 -22.906871, -43.120549 -22.906839, -43.120598 -22.906805, -43.120647 -22.90677, -43.120694 -22.906734, -43.120739 -22.906697, -43.120784 -22.906658, -43.120827 -22.906617, -43.120869 -22.906576, -43.120909 -22.906533, -43.120948 -22.90649, -43.120985 -22.906445, -43.121021 -22.906399, -43.121055 -22.906352, -43.121087 -22.906304, -43.121118 -22.906255, -43.121147 -22.906205, -43.121175 -22.906155, -43.121201 -22.906104, -43.121225 -22.906052, -43.121247 -22.905999, -43.121267 -22.905946, -43.121286 -22.905892, -43.121294 -22.905866, -43.119416 -22.905374))",,240.0,180.0,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/0071824cx040-12.jpg,all||views||smapshot
0071824cx040-13,Pedra de Itapuca,"Pedra de Itapuca, em Niterói, trata-se de um monumento natural localizado entre as praias de Icaraí e das Flechas, sob a designação indígena de Itapuca (pedra furada) por haver tido, em sua forma original, um túnel natural. A pedra foi parcialmente demolida por ordens do Presidente da Província, Conselheiro Pedreira, para dar prosseguimento ao Plano de Arruamento de 1840-1841, criando uma comunicação direta entre os bairros do Ingá e Icaraí.",Marc Ferrez,1884 circa,1879/1889,http://wikidata.org/wiki/Q125191 Photograph,http://wikidata.org/wiki/Q125191 Fotografia,http://wikidata.org/wiki/Q172984 Gelatina de prata,http://wikidata.org/wiki/Q172984 Silver gelatin,http://wikidata.org/wiki/Q85621807 Negativo de vidro,http://wikidata.org/wiki/Q85621807 Glass plate negative,,,http://acervos.ims.com.br/portals/#/detailpage/75701 Instituto Moreira Salles,www.wikidata.org/wiki/Q65620567 Wikidata,-22.90537,-43.11942,"POLYGON ((-43.119416 -22.905374, -43.120447 -22.906902, -43.120498 -22.906871, -43.120549 -22.906839, -43.120598 -22.906805, -43.120647 -22.90677, -43.120694 -22.906734, -43.120739 -22.906697, -43.120784 -22.906658, -43.120827 -22.906617, -43.120869 -22.906576, -43.120909 -22.906533, -43.120948 -22.90649, -43.120985 -22.906445, -43.121021 -22.906399, -43.121055 -22.906352, -43.121087 -22.906304, -43.121118 -22.906255, -43.121147 -22.906205, -43.121175 -22.906155, -43.121201 -22.906104, -43.121225 -22.906052, -43.121247 -22.905999, -43.121267 -22.905946, -43.121286 -22.905892, -43.121294 -22.905866, -43.119416 -22.905374))",http://www.wikidata.org/entity/Q10352795 Praia de Icaraí,240.0,180.0,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/0071824cx040-13.jpg,all||views||smapshot
0071824cx041-01,Panorama do Rio de Janeiro tomado do Morro do Castelo,,Marc Ferrez,1890 circa,1885/1895,http://wikidata.org/wiki/Q125191 Photograph,http://wikidata.org/wiki/Q125191 Fotografia,http://wikidata.org/wiki/Q172984 Gelatina de prata,http://wikidata.org/wiki/Q172984 Silver gelatin,http://wikidata.org/wiki/Q85621807 Negativo de vidro,http://wikidata.org/wiki/Q85621807 Glass plate negative,,,http://acervos.ims.com.br/portals/#/detailpage/76146 Instituto Moreira Salles,www.wikidata.org/wiki/Q65620568 Wikidata,-22.90519,-43.17325,"POLYGON ((-43.173251 -22.905194, -43.172036 -22.903407, -43.171976 -22.903443, -43.171917 -22.903481, -43.171859 -22.903521, -43.171803 -22.903562, -43.171748 -22.903604, -43.171694 -22.903649, -43.171643 -22.903694, -43.171592 -22.903742, -43.171544 -22.90379, -43.171496 -22.903841, -43.171451 -22.903892, -43.171408 -22.903945, -43.171366 -22.903999, -43.171326 -22.904054, -43.171288 -22.90411, -43.171252 -22.904167, -43.171218 -22.904226, -43.171186 -22.904285, -43.171156 -22.904345, -43.171128 -22.904406, -43.171103 -22.904468, -43.171079 -22.904531, -43.171057 -22.904594, -43.171038 -22.904658, -43.171021 -22.904722, -43.171006 -22.904787, -43.170993 -22.904852, -43.170982 -22.904917, -43.170974 -22.904983, -43.170968 -22.905049, -43.170964 -22.905115, -43.170963 -22.905181, -43.170963 -22.905248, -43.170966 -22.905314, -43.170971 -22.90538, -43.170972 -22.905382, -43.173251 -22.905194))",http://www.wikidata.org/entity/Q10332478 Morro do Castelo,240.0,180.0,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/0071824cx041-01.jpg,all||views||smapshot
0071824cx041-02,Panorama do Rio de Janeiro tomado do Morro do Castelo,,Marc Ferrez,1890 circa,1885/1895,http://wikidata.org/wiki/Q125191 Photograph,http://wikidata.org/wiki/Q125191 Fotografia,http://wikidata.org/wiki/Q172984 Gelatina de prata,http://wikidata.org/wiki/Q172984 Silver gelatin,http://wikidata.org/wiki/Q85621807 Negativo de vidro,http://wikidata.org/wiki/Q85621807 Glass plate negative,,,http://acervos.ims.com.br/portals/#/detailpage/76147 Instituto Moreira Salles,www.wikidata.org/wiki/Q65621405 Wikidata,-22.90519,-43.17325,"POLYGON ((-43.173251 -22.905194, -43.172036 -22.903407, -43.171976 -22.903443, -43.171917 -22.903481, -43.171859 -22.903521, -43.171803 -22.903562, -43.171748 -22.903604, -43.171694 -22.903649, -43.171643 -22.903694, -43.171592 -22.903742, -43.171544 -22.90379, -43.171496 -22.903841, -43.171451 -22.903892, -43.171408 -22.903945, -43.171366 -22.903999, -43.171326 -22.904054, -43.171288 -22.90411, -43.171252 -22.904167, -43.171218 -22.904226, -43.171186 -22.904285, -43.171156 -22.904345, -43.171128 -22.904406, -43.171103 -22.904468, -43.171079 -22.904531, -43.171057 -22.904594, -43.171038 -22.904658, -43.171021 -22.904722, -43.171006 -22.904787, -43.170993 -22.904852, -43.170982 -22.904917, -43.170974 -22.904983, -43.170968 -22.905049, -43.170964 -22.905115, -43.170963 -22.905181, -43.170963 -22.905248, -43.170966 -22.905314, -43.170971 -22.90538, -43.170972 -22.905382, -43.173251 -22.905194))",http://www.wikidata.org/entity/Q10332478 Morro do Castelo,240.0,180.0,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/0071824cx041-02.jpg,all||views||smapshot
