Document ID,Title,Creator,Description (Portuguese),Date,First Year,Last Year,Type,Collection,Provider,Material,Fabrication Method,Rights,Required Statement,Width,Height,Document URL,Media URL
001RO001004,Aleia de Palmeiras Imperiais,,,circa 1905,1900,1910,Photograph,Views,Instituto Moreira Salles,,Gelatin Silver,,Provided by Instituto Moreira Salles,155,75,http://acervos.ims.com.br/portals/#/detailpage/82408,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/001RO001004/full/max/0/default.jpg
001RO001006,Sociedade Portuguesa Beneficiente,,,circa 1905,1900,1910,Photograph,Views,Instituto Moreira Salles,,Gelatin Silver,,Provided by Instituto Moreira Salles,155,75,http://acervos.ims.com.br/portals/#/detailpage/82409,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/001RO001006/full/max/0/default.jpg
001RO001007,Escola Normal,,,circa 1905,1900,1910,Photograph,Views,Instituto Moreira Salles,,Gelatin Silver,,Provided by Instituto Moreira Salles,155,75,http://acervos.ims.com.br/portals/#/detailpage/82405,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/001RO001007/full/max/0/default.jpg
001RO001008,Real Gabinete Português de Leitura,,,circa 1905,1900,1910,Photograph,Views,Instituto Moreira Salles,,Gelatin Silver,,Provided by Instituto Moreira Salles,155,75,http://acervos.ims.com.br/portals/#/detailpage/82401,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/001RO001008/full/max/0/default.jpg
001RO001009,"Praça do Comércio, atual Rua Primeiro de Março; em destaque, o prédio da Bolsa de Valores",,,circa 1905,1900,1910,Photograph,Views,Instituto Moreira Salles,,Gelatin Silver,,Provided by Instituto Moreira Salles,155,75,http://acervos.ims.com.br/portals/#/detailpage/82410,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/001RO001009/full/max/0/default.jpg
001RO001010,Secretaria da Agricultura,,,circa 1905,1900,1910,Photograph,Views,Instituto Moreira Salles,,Gelatin Silver,,Provided by Instituto Moreira Salles,155,75,http://acervos.ims.com.br/portals/#/detailpage/82411,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/001RO001010/full/max/0/default.jpg
001RO001011,"Estátua em homenagem a João Caetano, na Escola Nacional de Belas Artes",,,circa 1905,1900,1908,Photograph,Views,Instituto Moreira Salles,,Gelatin Silver,,Provided by Instituto Moreira Salles,155,75,http://acervos.ims.com.br/portals/#/detailpage/82412,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/001RO001011/full/max/0/default.jpg
001RO001013,Praia e Igreja de São Cristóvão,,"Vista da Praia e da Igreja de São Cristóvão, antes do aterramento para a construção do cais do porto.",circa 1905,1900,1910,Photograph,Views,Instituto Moreira Salles,,Gelatin Silver,,Provided by Instituto Moreira Salles,154,76,http://acervos.ims.com.br/portals/#/detailpage/82567,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/001RO001013/full/max/0/default.jpg
001RO001014,"Monumento em homenagem ao General Osório, estátua equestre",,,circa 1905,1900,1910,Photograph,Views,Instituto Moreira Salles,,Gelatin Silver,,Provided by Instituto Moreira Salles,155,75,http://acervos.ims.com.br/portals/#/detailpage/82596,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/001RO001014/full/max/0/default.jpg
001RO001015,"Monumento em homenagem a D. Pedro I, estátua equestre",,,circa 1905,1900,1910,Photograph,Views,Instituto Moreira Salles,,Gelatin Silver,,Provided by Instituto Moreira Salles,155,75,http://acervos.ims.com.br/portals/#/detailpage/82598,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/001RO001015/full/max/0/default.jpg
001RO001025,Pedra do Índio,,,circa 1905,1900,1910,Photograph,Views,Instituto Moreira Salles,,Gelatin Silver,,Provided by Instituto Moreira Salles,155,75,http://acervos.ims.com.br/portals/#/detailpage/82599,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/001RO001025/full/max/0/default.jpg
001RO002001,Vista dos bairros da Glória e do Catete; a partir de Santa Teresa,,,1906,1906,1906,Photograph|Stereoscopy,Views,Instituto Moreira Salles,,Gelatin Silver,,Provided by Instituto Moreira Salles,155,75,http://acervos.ims.com.br/portals/#/detailpage/82600,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/001RO002001/full/max/0/default.jpg
001RO002002,Vista da Igreja da Candelária e dos arredores da Praça XV de Novembro; a partir do Morro do Castelo,,,1906,1906,1906,Photograph|Stereoscopy,Views,Instituto Moreira Salles,,Gelatin Silver,,Provided by Instituto Moreira Salles,155,75,http://acervos.ims.com.br/portals/#/detailpage/82602,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/001RO002002/full/max/0/default.jpg
001RO002003,"Vista do centro do Rio de Janeiro; ao fundo, a baía de Guanabara e Pão de Açúcar",,,1906,1906,1906,Photograph|Stereoscopy,Views,Instituto Moreira Salles,,Gelatin Silver,,Provided by Instituto Moreira Salles,155,75,http://acervos.ims.com.br/portals/#/detailpage/82601,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/001RO002003/full/max/0/default.jpg
001RO002004,Vista do Mercado e da Igreja da Candelária; a partir da Ilha das Cobras,,,1906,1906,1906,Photograph|Stereoscopy,Views,Instituto Moreira Salles,,Gelatin Silver,,Provided by Instituto Moreira Salles,155,75,http://acervos.ims.com.br/portals/#/detailpage/82603,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/001RO002004/full/max/0/default.jpg
001RO002005,Entrada da Baía da Guanabara e Cais Pharoux; a partir da Iha das Cobras,,,1906,1906,1906,Photograph|Stereoscopy,Views,Instituto Moreira Salles,,Gelatin Silver,,Provided by Instituto Moreira Salles,155,75,http://acervos.ims.com.br/portals/#/detailpage/82604,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/001RO002005/full/max/0/default.jpg
001RO002006,"Mirante do Corcovado; ao fundo, a Baía de Guanabara e o Morro do Pão de Açúcar",,"Em primeiro plano, grupo de pessoas.",1906,1906,1906,Photograph|Stereoscopy,Views,Instituto Moreira Salles,,Gelatin Silver,,Provided by Instituto Moreira Salles,155,75,http://acervos.ims.com.br/portals/#/detailpage/82606,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/001RO002006/full/max/0/default.jpg
001RO002007,"Praia de Botafogo; ao fundo, o Morro do Corcovado",,,1906,1906,1906,Photograph|Stereoscopy,Views,Instituto Moreira Salles,,Gelatin Silver,,Provided by Instituto Moreira Salles,155,75,http://acervos.ims.com.br/portals/#/detailpage/82605,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/001RO002007/full/max/0/default.jpg
001RO002008,"Praia de Botafogo; ao fundo, o Morro do Corcovado",,,1906,1906,1906,Photograph|Stereoscopy,Views,Instituto Moreira Salles,,Gelatin Silver,,Provided by Instituto Moreira Salles,155,75,http://acervos.ims.com.br/portals/#/detailpage/82597,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/001RO002008/full/max/0/default.jpg
001RO002009,Praia e Igreja de Santa Luzia,,"Praia e Igreja de Santa Luzia, antes do aterro de 1922.",1906,1906,1906,Photograph|Stereoscopy,Views,Instituto Moreira Salles,,Gelatin Silver,,Provided by Instituto Moreira Salles,155,75,http://acervos.ims.com.br/portals/#/detailpage/82568,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/001RO002009/full/max/0/default.jpg
001RO002010,"Igreja Nossa Senhora de Copacabana; ao fundo, o Morro do Pão de Açúcar",,,1906,1906,1906,Photograph|Stereoscopy,Views,Instituto Moreira Salles,,Gelatin Silver,,Provided by Instituto Moreira Salles,155,75,http://acervos.ims.com.br/portals/#/detailpage/82608,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/001RO002010/full/max/0/default.jpg
001RO002011,Praia de Copacabana,,,1906,1906,1906,Photograph|Stereoscopy,Views,Instituto Moreira Salles,,Gelatin Silver,,Provided by Instituto Moreira Salles,155,75,http://acervos.ims.com.br/portals/#/detailpage/82569,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/001RO002011/full/max/0/default.jpg
001RO002012,"Praia de Copacabana; em destaque, a Igreja de Nossa Senhora de Copacabana",,,1906,1906,1906,Photograph|Stereoscopy,Views,Instituto Moreira Salles,,Gelatin Silver,,Provided by Instituto Moreira Salles,155,75,http://acervos.ims.com.br/portals/#/detailpage/82609,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/001RO002012/full/max/0/default.jpg
001RO002013,Igreja de Nossa Senhora de Copacabana,,,1906,1906,1906,Photograph|Stereoscopy,Views,Instituto Moreira Salles,,Gelatin Silver,,Provided by Instituto Moreira Salles,155,75,http://acervos.ims.com.br/portals/#/detailpage/82570,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/001RO002013/full/max/0/default.jpg
001RO002014,"Copacabana, praça Malvino Reis",,,1906,1906,1906,Photograph|Stereoscopy,Views,Instituto Moreira Salles,,Gelatin Silver,,Provided by Instituto Moreira Salles,155,75,http://acervos.ims.com.br/portals/#/detailpage/82610,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/001RO002014/full/max/0/default.jpg
001RO002016,"Copacabana, Colégio Latino Americano",,,1906,1906,1906,Photograph|Stereoscopy,Views,Instituto Moreira Salles,,Gelatin Silver,,Provided by Instituto Moreira Salles,155,75,http://acervos.ims.com.br/portals/#/detailpage/82611,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/001RO002016/full/max/0/default.jpg
001RO002017,Bairro do Leme,,"À direita, restaurante construído pela empresa de bondes.",1906,1906,1906,Photograph|Stereoscopy,Views,Instituto Moreira Salles,,Gelatin Silver,,Provided by Instituto Moreira Salles,155,75,http://acervos.ims.com.br/portals/#/detailpage/82571,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/001RO002017/full/max/0/default.jpg
001RO002018,Abertura do Túnel Novo,,,circa 1906,1903,1909,Photograph|Stereoscopy,Views,Instituto Moreira Salles,,Gelatin Silver,,Provided by Instituto Moreira Salles,155,75,http://acervos.ims.com.br/portals/#/detailpage/82572,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/001RO002018/full/max/0/default.jpg
001RO002019,Palácio do Catete,,,circa 1905,1900,1910,Photograph|Stereoscopy,Views,Instituto Moreira Salles,,Gelatin Silver,,Provided by Instituto Moreira Salles,155,75,http://acervos.ims.com.br/portals/#/detailpage/82573,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/001RO002019/full/max/0/default.jpg
001RO002020,Imprensa Nacional,,,1906,1906,1906,Photograph|Stereoscopy,Views,Instituto Moreira Salles,,Gelatin Silver,,Provided by Instituto Moreira Salles,155,75,http://acervos.ims.com.br/portals/#/detailpage/82612,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/001RO002020/full/max/0/default.jpg
001RO002021,Imprensa Nacional,,,1906,1906,1906,Photograph|Stereoscopy,Views,Instituto Moreira Salles,,Gelatin Silver,,Provided by Instituto Moreira Salles,155,75,http://acervos.ims.com.br/portals/#/detailpage/82607,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/001RO002021/full/max/0/default.jpg
001RO002022,Estação Estrada de Ferro Central do Brasil,,Estação principal da Estrada de Ferro Central do Brasil.,1906,1906,1906,Photograph|Stereoscopy,Views,Instituto Moreira Salles,,Gelatin Silver,,Provided by Instituto Moreira Salles,155,75,http://acervos.ims.com.br/portals/#/detailpage/82574,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/001RO002022/full/max/0/default.jpg
001RO002023,"Rua Primeiro de Março (antiga Rua Direita), prédio dos Correios",,,1906,1906,1906,Photograph|Stereoscopy,Views,Instituto Moreira Salles,,Gelatin Silver,,Provided by Instituto Moreira Salles,155,75,http://acervos.ims.com.br/portals/#/detailpage/82613,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/001RO002023/full/max/0/default.jpg
001RO002024,"Conselho Municipal, atual Palácio Pedro Ernesto",,,1906,1906,1906,Photograph|Stereoscopy,Views,Instituto Moreira Salles,,Gelatin Silver,,Provided by Instituto Moreira Salles,155,75,http://acervos.ims.com.br/portals/#/detailpage/82575,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/001RO002024/full/max/0/default.jpg
001RO002025,Palácio da Prefeitura Municipal,,,1906,1906,1906,Photograph|Stereoscopy,Views,Instituto Moreira Salles,,Gelatin Silver,,Provided by Instituto Moreira Salles,155,75,http://acervos.ims.com.br/portals/#/detailpage/82614,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/001RO002025/full/max/0/default.jpg
001RO002026,Palácio Itamaraty,,,1906,1906,1906,Photograph|Stereoscopy,Views,Instituto Moreira Salles,,Gelatin Silver,,Provided by Instituto Moreira Salles,155,75,http://acervos.ims.com.br/portals/#/detailpage/82576,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/001RO002026/full/max/0/default.jpg
001RO002027,"Casa da Moeda, atual Arquivo Nacional",,,1906,1906,1906,Photograph|Stereoscopy,Views,Instituto Moreira Salles,,Gelatin Silver,,Provided by Instituto Moreira Salles,155,75,http://acervos.ims.com.br/portals/#/detailpage/82577,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/001RO002027/full/max/0/default.jpg
001RO002029,Campo de Santana,,,1906,1906,1906,Photograph|Stereoscopy,Views,Instituto Moreira Salles,,Gelatin Silver,,Provided by Instituto Moreira Salles,155,75,http://acervos.ims.com.br/portals/#/detailpage/82615,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/001RO002029/full/max/0/default.jpg
001RO002032,Aleia das Palmeiras Imperiais,,,1906,1906,1906,Photograph|Stereoscopy,Views,Instituto Moreira Salles,,Gelatin Silver,,Provided by Instituto Moreira Salles,155,75,http://acervos.ims.com.br/portals/#/detailpage/82616,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/001RO002032/full/max/0/default.jpg
001RO002033,Rua Primeiro de Março (antiga Rua Direita),,,1906,1906,1906,Photograph|Stereoscopy,Views,Instituto Moreira Salles,,Gelatin Silver,,Provided by Instituto Moreira Salles,155,75,http://acervos.ims.com.br/portals/#/detailpage/82617,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/001RO002033/full/max/0/default.jpg
001RO002034,Caixa d'água do reservatório do Pedregulho,,Inaugurada em 1888 por D. Pedro II.,1906,1906,1906,Photograph|Stereoscopy,Views,Instituto Moreira Salles,,Gelatin Silver,,Provided by Instituto Moreira Salles,155,75,http://acervos.ims.com.br/portals/#/detailpage/82618,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/001RO002034/full/max/0/default.jpg
001RO002035,"Cais da Praça do Mercado da Praia do Peixe; ao fundo, a Estação das Barcas",,,1906,1906,1906,Photograph,Views,Instituto Moreira Salles,,Gelatin Silver,,Provided by Instituto Moreira Salles,155,75,http://acervos.ims.com.br/portals/#/detailpage/101422,
001RO002036,"Docas e Armazéns da Alfândega; ao fundo, a Igreja da Candelária",,,1906,1906,1906,Photograph,Views,Instituto Moreira Salles,,Gelatin Silver,,Provided by Instituto Moreira Salles,155,75,http://acervos.ims.com.br/portals/#/detailpage/101423,
001RO002037,Arsenal da Marinha; a partir da Ilha das Cobras,,,1906,1906,1906,Photograph|Stereoscopy,Views,Instituto Moreira Salles,,Gelatin Silver,,Provided by Instituto Moreira Salles,155,75,http://acervos.ims.com.br/portals/#/detailpage/82619,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/001RO002037/full/max/0/default.jpg
001RO002038,"Armazéns da Alfândega; ao fundo, o Morro do Castelo",,,1906,1906,1906,Photograph,Views,Instituto Moreira Salles,,Gelatin Silver,,Provided by Instituto Moreira Salles,155,75,http://acervos.ims.com.br/portals/#/detailpage/101451,
001RO002039,Ilha Fiscal,,,1906,1906,1906,Photograph|Stereoscopy,Views,Instituto Moreira Salles,,Gelatin Silver,,Provided by Instituto Moreira Salles,155,75,http://acervos.ims.com.br/portals/#/detailpage/82620,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/001RO002039/full/max/0/default.jpg
001RR001004,"Rua Primeiro de Março, à esquerda, a Capela Imperial (Igreja de Nossa Senhora do Carmo, depois Catedral Metropolitana)",A. Ribeiro,,circa 1905,1905,1910,Photograph,Views,Instituto Moreira Salles,Photomechanical Print,Collotype Print,,Provided by Instituto Moreira Salles,88,115,http://acervos.ims.com.br/portals/#/detailpage/105529,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/001RR001004/full/max/0/default.jpg
001RR002,"Avenida Central, atual Rio Branco",A. Ribeiro,"Vista geral da Avenida Central em direção à Prainha (atual Praça Mauá), na altura do cruzamento com a Rua do Ouvidor. À esquerda, vê-se a bifurcação com a Rua dos Ourives (atual Miguel Couto), onde está o edifício do magazine Primeiro Barateiro, que se estende até a Rua do Rosário.",1906,1906,1906,Photograph,Views,Instituto Moreira Salles,Photomechanical Print,Collotype Print,,Provided by Instituto Moreira Salles,139,89,http://acervos.ims.com.br/portals/#/detailpage/82578,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/001RR002/full/max/0/default.jpg
001RR004001,Rio de Janeiro visto da ilha de Villegagnon,A. Ribeiro,,1907,1907,1907,Photograph,Views,Instituto Moreira Salles,Photomechanical Print,Collotype Print,,Provided by Instituto Moreira Salles,139,81,http://acervos.ims.com.br/portals/#/detailpage/82579,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/001RR004001/full/max/0/default.jpg
001RR004002,Praça José de Alencar,A. Ribeiro,"Destaque para estátua em homenagem ao escritor cearense José Martiniano de Alencar (1829 - 1877). Esculpida por Rodolfo Bernardelli, foi inaugurada em 01 de maio de 1897.",circa 1905,1900,1910,Photograph,Views,Instituto Moreira Salles,Photomechanical Print,Collotype Print,,Provided by Instituto Moreira Salles,140,90,http://acervos.ims.com.br/portals/#/detailpage/82580,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/001RR004002/full/max/0/default.jpg
001RR004003,"Avenida Central, atual Rio Branco",A. Ribeiro,"Vista geral da Avenida Central, em direção à Prainha (atual Praça Mauá), na altura da bifurcação com a Rua Melvin Jones. À esquerda, ainda em construção, o edifício da Companhia Ferro Carril Jardim Botânico, conhecido pela sua Galeria Cruzeiro, onde funcionava a Estação de Bondes da Zona Sul.",circa 1906,1901,1911,Photograph,Views,Instituto Moreira Salles,Photomechanical Print,Collotype Print,,Provided by Instituto Moreira Salles,140,90,http://acervos.ims.com.br/portals/#/detailpage/82581,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/001RR004003/full/max/0/default.jpg
001RR004004,Quartel do Batalhão Naval,A. Ribeiro,,circa 1910,1905,1915,Photograph,Views,Instituto Moreira Salles,Photomechanical Print,Collotype Print,,Provided by Instituto Moreira Salles,140,90,http://acervos.ims.com.br/portals/#/detailpage/82582,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/001RR004004/full/max/0/default.jpg
001RR004005,Theatro Municipal,A. Ribeiro,,circa 1910,1910,1915,Photograph,Views,Instituto Moreira Salles,Photomechanical Print,Collotype Print,,Provided by Instituto Moreira Salles,139,90,http://acervos.ims.com.br/portals/#/detailpage/105530,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/001RR004005/full/max/0/default.jpg
001RR004007,"Avenida Central, atual Rio Branco",A. Ribeiro,,circa 1912,1907,1917,Photograph,Views,Instituto Moreira Salles,Photomechanical Print,Collotype Print,,Provided by Instituto Moreira Salles,140,90,http://acervos.ims.com.br/portals/#/detailpage/82583,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/001RR004007/full/max/0/default.jpg
001RR005,Avenida Central,Augusto Malta,"Vista geral da Avenida Central (atual Avenida Rio Branco), em direção à Prainha (atual Praça Mauá), na altura do cruzamento com a Rua de São José. A cúpula que se vê à esquerda, no centro da imagem, pertencia ao edifício do jornal O País.",20/02/1906,1906,1906,Photograph,Views,Instituto Moreira Salles,Photomechanical Print,Collotype Print,,Provided by Instituto Moreira Salles,140,85,http://acervos.ims.com.br/portals/#/detailpage/77553,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/001RR005/full/max/0/default.jpg
001RR006001,Exposição Nacional de 1908 - Pavilhão dos Estados,A. Ribeiro,,1908,1908,1908,Photograph,Views,Instituto Moreira Salles,Photomechanical Print,Collotype Print,,Provided by Instituto Moreira Salles,140,90,http://acervos.ims.com.br/portals/#/detailpage/82584,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/001RR006001/full/max/0/default.jpg
001RR006002,Exposição Nacional de 1908 - Pavilhão das Indústrias,A. Ribeiro,,1908,1908,1908,Photograph,Views,Instituto Moreira Salles,Photomechanical Print,Collotype Print,,Provided by Instituto Moreira Salles,140,90,http://acervos.ims.com.br/portals/#/detailpage/82585,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/001RR006002/full/max/0/default.jpg
001RR006003,Exposição Nacional de 1908,A. Ribeiro,"Ao centro, estufa do Jardim Botânico do Rio de Janeiro.",1908,1908,1908,Photograph,Views,Instituto Moreira Salles,Photomechanical Print,Collotype Print,,Provided by Instituto Moreira Salles,140,90,http://acervos.ims.com.br/portals/#/detailpage/82586,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/001RR006003/full/max/0/default.jpg
001RR006004,Exposição Nacional de 1908,A. Ribeiro,"Da esquerda para a direita: Pavilhão do Distrito Federal (de Rafael Rebecchi), Pavilhão da Sociedade Nacional de Agricultura e o Pavilhão de São Paulo (de Ramos de Azevedo),",1908,1908,1908,Photograph,Views,Instituto Moreira Salles,Photomechanical Print,Collotype Print,,Provided by Instituto Moreira Salles,140,90,http://acervos.ims.com.br/portals/#/detailpage/82587,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/001RR006004/full/max/0/default.jpg
001RR006006,Exposição Nacional de 1908,Augusto Malta,"Vista panorâmica da Exposição Nacional de 1908, comemorativa do Centenário da Abertura dos Portos às Nações Amigas, na Praia Vermelha. Entre os morros da Urca e da Babilônia, da esquerda para a direita, pode-se ver: o Palácio das Indústrias, os pavilhões de Minas Gerais e da Bahia, o cais e o pórtico monumental de entrada. O cais, que formava um dique, aí permaneceu após a exposição, para ser aterrado em 1922 e formar o bairro da Urca. A exposição, organizada pelo governo federal e idealizada pela Associação Comercial do Rio, entre 11 de agosto de 1908 e 12 de outubro de 1908, teve como diretor geral o arquiteto René Badra e como diretor de obras, Sampaio Corrêa.",1908,1908,1908,Photograph,Views,Instituto Moreira Salles,Photomechanical Print,Collotype Print,,Provided by Instituto Moreira Salles,140,82,http://acervos.ims.com.br/portals/#/detailpage/101424,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/001RR006006/full/max/0/default.jpg
001RR006007,Exposição Nacional de 1908 - Pavilhões da Bahia e de Minas Gerais,A. Ribeiro,"Pavilhões da Bahia e de Minas Gerais (ambos de autoria de Rafael Rebecchi), No centro da imagem um cais e, ao fundo, o Morro da Viúva.",1908,1908,1908,Photograph,Views,Instituto Moreira Salles,Photomechanical Print,Collodion,,Provided by Instituto Moreira Salles,140,90,http://acervos.ims.com.br/portals/#/detailpage/82588,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/001RR006007/full/max/0/default.jpg
001RR006008,Exposição Nacional de 1908,A. Ribeiro,"Em destaque, à esquerda, o Pavilhão de São Paulo, de autoria de Ramos de Azevedo.",1908,1908,1908,Photograph,Views,Instituto Moreira Salles,Photomechanical Print,Collotype Print,,Provided by Instituto Moreira Salles,140,90,http://acervos.ims.com.br/portals/#/detailpage/82589,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/001RR006008/full/max/0/default.jpg
001RR006009,Exposição Nacional de 1908 - Palácio das Indústrias,Luiz Musso,"Antiga Escola Militar, o edifício foi totalmente reformado para o evento, recebendo um chafariz em sua parte central, denominado Château d'Eau. Ao fundo, os morros da Urca e do Pão de Açúcar.",1908,1908,1908,Photograph,Views,Instituto Moreira Salles,Photomechanical Print,Collotype Print,,Provided by Instituto Moreira Salles,140,90,http://acervos.ims.com.br/portals/#/detailpage/82590,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/001RR006009/full/max/0/default.jpg
001RR006010,Exposição Nacional de 1908 - Pavilhão da Bahia,Luiz Musso,,1908,1908,1908,Photograph,Views,Instituto Moreira Salles,Photomechanical Print,Collotype Print,,Provided by Instituto Moreira Salles,140,90,http://acervos.ims.com.br/portals/#/detailpage/82591,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/001RR006010/full/max/0/default.jpg
001RR007001,Avenida Rio Branco,,,circa 1920,1915,1925,Photograph,Views,Instituto Moreira Salles,Photomechanical Print,Collotype Print,,Provided by Instituto Moreira Salles,140,90,http://acervos.ims.com.br/portals/#/detailpage/82592,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/001RR007001/full/max/0/default.jpg
001RR007002,Palace Hotel,,"Vista do Palace Hotel, na esquina da Avenida Rio Branco com a Rua Almirante Barroso, também conhecido como Hotel Guinle. Á direita, na Rua Almirante Barroso, o Teatro Phenix e, ao fundo, parte do Morro do Castelo.",circa 1915,1912,1920,Photograph,Views,Instituto Moreira Salles,Photomechanical Print,Collotype Print,,Provided by Instituto Moreira Salles,140,90,http://acervos.ims.com.br/portals/#/detailpage/82593,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/001RR007002/full/max/0/default.jpg
001RR008,Avenida Niemeyer,,"Homem montado à cavalo na Avenida Niemeyer, ao fundo, a Pedra da Gávea.",circa 1919,1914,1924,Photograph,Views,Instituto Moreira Salles,Photomechanical Print,Collotype Print,,Provided by Instituto Moreira Salles,90,140,http://acervos.ims.com.br/portals/#/detailpage/82595,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/001RR008/full/max/0/default.jpg
001SW001001,O bairro do Catete e o Pão de Açucar,Augusto Stahl,"Vista do Morro da Glória e do bairro do Catete, a partir do Morro de Santa Teresa. Ao fundo, os morros Cara de Cão , Pão de Açúcar e a Urca.",circa 1862,1861,1863,Photograph,Views,Instituto Moreira Salles,,Albumine,,Provided by Instituto Moreira Salles,245,194,http://acervos.ims.com.br/portals/#/detailpage/17199,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/001SW001001/full/max/0/default.jpg
001SW001003,Mercado da Glória,Augusto Stahl,"vista do Bairro da Glória, à direita o edifício da Mercado Municipal, a igreja da Glória e a fábrica City.",circa 1862,1861,1863,Photograph,Views,Instituto Moreira Salles,,Albumine,,Provided by Instituto Moreira Salles,261,203,http://acervos.ims.com.br/portals/#/detailpage/17201,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/001SW001003/full/max/0/default.jpg
001SW001004,Rua Direita e a Catedral Metropolitana,Augusto Stahl,"Igreja da Ordem Terceira do Carmo e a ex igreja do Carmo, depois capela real. Ao fundo a Catedral Metropolitana, as torres da Candelária e o Hotel de France, localizadas na rua Direita, atual rua1º de março.",circa 1862,1861,1863,Photograph,Views,Instituto Moreira Salles,,Albumine,,Provided by Instituto Moreira Salles,194,251,http://acervos.ims.com.br/portals/#/detailpage/17202,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/001SW001004/full/max/0/default.jpg
001SW001005,Palácio de São Cristóvão na Quinta da Boa Vista,Augusto Stahl,"Vista do Palácio da Quinta da Boa Vista, que serviu como residência a D. Pedro II.",circa 1862,1861,1863,Photograph,Views,Instituto Moreira Salles,,Albumine,,Provided by Instituto Moreira Salles,255,202,http://acervos.ims.com.br/portals/#/detailpage/17203,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/001SW001005/full/max/0/default.jpg
001TP001,Bairro de Copacabana,Theodor Preising,,1927,1927,1927,Photograph,Views,Instituto Moreira Salles,Photomechanical Print,Gelatin Silver,,Provided by Instituto Moreira Salles,134,83,http://acervos.ims.com.br/portals/#/detailpage/82594,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/001TP001/full/max/0/default.jpg
