Document ID[19474],Title[19462],Creator[1603501],Description (Portuguese)[1612567],Date[19486],First Year[19466],Last Year[19467],Type[1604106],Collections[1711006],Provider[1731287],Material[1612569],Fabrication Method[1612568],Rights[1861241],Required Statement[19484],Width[1604102],Height[1604103],Document URL[796463],Media URL
0072137cx012-02,"Vista de Botafogo; ao fundo, o Morro do Pão de Açúcar",Marc Ferrez,"Vista do Pão de Açúcar tomada do Morro São Judas Tadeu (morro da Rua Alice), possivelmente pouco acima da Igreja São Judas Tadeu.",circa 1900,1895,1905,Photograph,Views,Instituto Moreira Salles,Glass Plate Negative,Gelatin Silver,,Provided by Instituto Moreira Salles,370,200,http://acervos.ims.com.br/portals/#/detailpage/107489,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/0072137cx012-02/full/max/0/default.jpg
0072137cx012-07,"Vista do Corcovado tomada de Santa Teresa; em destaque, o Grand Hotel Internacional",Marc Ferrez,,circa 1900,1895,1905,Photograph,Views,Instituto Moreira Salles,Glass Plate Negative,Gelatin Silver,,Provided by Instituto Moreira Salles,370,210,http://acervos.ims.com.br/portals/#/detailpage/105561,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/0072137cx012-07/full/max/0/default.jpg
0072137cx012-09,"Vista do Corcovado tomada de Santa Teresa; em destaque, o Grand Hotel Internacional",Marc Ferrez,,circa 1900,1895,1905,Photograph,Views,Instituto Moreira Salles,Glass Plate Negative,Gelatin Silver,,Provided by Instituto Moreira Salles,370,210,http://acervos.ims.com.br/portals/#/detailpage/105562,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/0072137cx012-09/full/max/0/default.jpg
0072137cx013-02,Zona portuária do Rio de Janeiro; nas imediações do Bairro da Saúde,Marc Ferrez,,circa 1903,1900,1908,Photograph,Views,Instituto Moreira Salles,Glass Plate Negative,Gelatin Silver,,Provided by Instituto Moreira Salles,370,210,http://acervos.ims.com.br/portals/#/detailpage/104069,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/0072137cx013-02/full/max/0/default.jpg
0072137cx013-11,Festejo por ocasião da posse do presidente Prudente de Morais,Marc Ferrez,,15/11/1894,1894,1894,Photograph,Views,Instituto Moreira Salles,Glass Plate Negative,Gelatin Silver,,Provided by Instituto Moreira Salles,370,210,http://acervos.ims.com.br/portals/#/detailpage/87242,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/0072137cx013-11/full/max/0/default.jpg
0072137cx013-12,Rua Marechal Floriano; posse do presidente Prudente de Morais,Marc Ferrez,,15/11/1894,1894,1894,Photograph,Views,Instituto Moreira Salles,Glass Plate Negative,Gelatin Silver,,Provided by Instituto Moreira Salles,370,210,http://acervos.ims.com.br/portals/#/detailpage/101535,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/0072137cx013-12/full/max/0/default.jpg
0072137cx015-02,Barcos na Enseada de Botafogo,Marc Ferrez,,circa 1890,1885,1895,Photograph,Views,Instituto Moreira Salles,Glass Plate Negative,Gelatin Silver,,Provided by Instituto Moreira Salles,370,210,http://acervos.ims.com.br/portals/#/detailpage/105565,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/0072137cx015-02/full/max/0/default.jpg
0072137cx015-03,Barcos na Enseada de Botafogo,Marc Ferrez,,circa 1890,1885,1895,Photograph,Views,Instituto Moreira Salles,Glass Plate Negative,Gelatin Silver,,Provided by Instituto Moreira Salles,370,210,http://acervos.ims.com.br/portals/#/detailpage/105566,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/0072137cx015-03/full/max/0/default.jpg
0072137cx015-07,"Bairros da Glória e do Catete vistos da Rua Princesa Imperial, atual Tavares Bastos",Marc Ferrez,"À esquerda, a Igreja de Nossa Senhora da Glória do Outeiro e, à direita, o Palácio do Catete.",circa 1905,1900,1910,Photograph,Views,Instituto Moreira Salles,Glass Plate Negative,Gelatin Silver,,Provided by Instituto Moreira Salles,370,210,http://acervos.ims.com.br/portals/#/detailpage/107495,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/0072137cx015-07/full/max/0/default.jpg
0072137cx016-04,"Panorama do bairro do Flamengo visto do Morro da Nova Cintra; ao fundo, a Baía de Guanabara e o Morro do Pão de Açúcar",Marc Ferrez,,circa 1900,1895,1905,Photograph,Views,Instituto Moreira Salles,Glass Plate Negative,Gelatin Silver,,Provided by Instituto Moreira Salles,370,210,http://acervos.ims.com.br/portals/#/detailpage/107493,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/0072137cx016-04/full/max/0/default.jpg
0072137cx016-08,"Panorama do bairro do Flamengo visto do Morro da Nova Cintra; ao fundo, a Baía de Guanabara e o Morro do Pão de Açúcar",Marc Ferrez,,circa 1900,1895,1905,Photograph,Views,Instituto Moreira Salles,Glass Plate Negative,Gelatin Silver,,Provided by Instituto Moreira Salles,370,210,http://acervos.ims.com.br/portals/#/detailpage/107494,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/0072137cx016-08/full/max/0/default.jpg
0072137cx018-02,Vista do Corcovado,Marc Ferrez,,circa 1885,1880,1890,Photograph,Views,Instituto Moreira Salles,Glass Plate Negative,Gelatin Silver,,Provided by Instituto Moreira Salles,370,210,http://acervos.ims.com.br/portals/#/detailpage/105558,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/0072137cx018-02/full/max/0/default.jpg
0072137cx018-06,Enseada de Botafogo e o Morro do Pão de Açucar,Marc Ferrez,,circa 1890,1885,1895,Photograph,Views,Instituto Moreira Salles,Glass Plate Negative,Gelatin Silver,,Provided by Instituto Moreira Salles,365,200,http://acervos.ims.com.br/portals/#/detailpage/90836,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/0072137cx018-06/full/max/0/default.jpg
0072137cx018-12,Morro do Corcovado a partir da Praia de Botafogo,Marc Ferrez,,circa 1890,1885,1895,Photograph,Views,Instituto Moreira Salles,Glass Plate Negative,Gelatin Silver,,Provided by Instituto Moreira Salles,365,200,http://acervos.ims.com.br/portals/#/detailpage/90838,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/0072137cx018-12/full/max/0/default.jpg
0072137cx020-09,Avenida Beira-Mar; ao fundo; a Igreja de Nossa Senhora da Glória do Outeiro,Marc Ferrez,,circa 1890,1885,1895,Photograph,Views,Instituto Moreira Salles,Glass Plate Negative,Gelatin Silver,,Provided by Instituto Moreira Salles,365,200,http://acervos.ims.com.br/portals/#/detailpage/107515,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/0072137cx020-09/full/max/0/default.jpg
0072137cx021-02,Bairro do Catete visto da Glória,Marc Ferrez,,circa 1890,1885,1895,Photograph,Views,Instituto Moreira Salles,Glass Plate Negative,Gelatin Silver,,Provided by Instituto Moreira Salles,365,200,http://acervos.ims.com.br/portals/#/detailpage/107490,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/0072137cx021-02/full/max/0/default.jpg
0072137cx021-04,"Bairro do Catete visto da Glória; ao fundo, o Morro Corcovado",Marc Ferrez,,circa 1890,1885,1895,Photograph,Views,Instituto Moreira Salles,Glass Plate Negative,Gelatin Silver,,Provided by Instituto Moreira Salles,370,210,http://acervos.ims.com.br/portals/#/detailpage/105563,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/0072137cx021-04/full/max/0/default.jpg
0072137cx021-05,Avenida Beira-Mar; ao fundo; a Igreja de Nossa Senhora da Glória do Outeiro,Marc Ferrez,,circa 1890,1885,1895,Photograph,Views,Instituto Moreira Salles,Glass Plate Negative,Gelatin Silver,,Provided by Instituto Moreira Salles,365,200,http://acervos.ims.com.br/portals/#/detailpage/107491,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/0072137cx021-05/full/max/0/default.jpg
0072137cx021-07,"Bairro do Catete visto da Glória; ao fundo, o Morro Corcovado",Marc Ferrez,,circa 1890,1885,1895,Photograph,Views,Instituto Moreira Salles,Glass Plate Negative,Gelatin Silver,,Provided by Instituto Moreira Salles,370,210,http://acervos.ims.com.br/portals/#/detailpage/105564,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/0072137cx021-07/full/max/0/default.jpg
0072137cx021-09,Avenida Beira-Mar; ao fundo; a Igreja de Nossa Senhora da Glória do Outeiro,Marc Ferrez,,circa 1890,1885,1895,Photograph,Views,Instituto Moreira Salles,Glass Plate Negative,Gelatin Silver,,Provided by Instituto Moreira Salles,370,210,http://acervos.ims.com.br/portals/#/detailpage/107492,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/0072137cx021-09/full/max/0/default.jpg
0072137cx022-01,Bairro da Glória e o Morro do Pão de Açúcar vistos de Santa Teresa,Marc Ferrez,,circa 1890,1885,1895,Photograph,Views,Instituto Moreira Salles,Glass Plate Negative,Gelatin Silver,,Provided by Instituto Moreira Salles,370,210,http://acervos.ims.com.br/portals/#/detailpage/90831,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/0072137cx022-01/full/max/0/default.jpg
0072137cx022-02,Centro da cidade a partir de Santa Teresa,Marc Ferrez,,circa 1890,1885,1895,Photograph,Views,Instituto Moreira Salles,Glass Plate Negative,Gelatin Silver,,Provided by Instituto Moreira Salles,370,210,http://acervos.ims.com.br/portals/#/detailpage/90832,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/0072137cx022-02/full/max/0/default.jpg
0072137cx022-06,"Bairro da Lapa, Aqueduto da Carioca e Convento de Santa Teresa; a partir de Santa Teresa",Marc Ferrez,,circa 1890,1885,1895,Photograph,Views,Instituto Moreira Salles,Glass Plate Negative,Gelatin Silver,,Provided by Instituto Moreira Salles,370,210,http://acervos.ims.com.br/portals/#/detailpage/90834,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/0072137cx022-06/full/max/0/default.jpg
0072430cx029-02,Monumento a Floriano Peixoto,Marc Ferrez,,circa 1903,1898,1908,Photograph,Views,Instituto Moreira Salles,Glass Plate Negative,Gelatin Silver,,Provided by Instituto Moreira Salles,240,300,http://acervos.ims.com.br/portals/#/detailpage/104063,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/0072430cx029-02/full/max/0/default.jpg
0072430cx036-07,Vista do Morro do Pão de Açucar a partir de Santa Teresa,Marc Ferrez,,circa 1903,1898,1908,Photograph,Views,Instituto Moreira Salles,Glass Plate Negative,Gelatin Silver,,Provided by Instituto Moreira Salles,300,240,http://acervos.ims.com.br/portals/#/detailpage/104054,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/0072430cx036-07/full/max/0/default.jpg
0072430cx044b-01,Vista do centro da cidade a partir da Ilha das Cobras,Marc Ferrez,,circa 1905,1900,1910,Photograph,Views,Instituto Moreira Salles,Glass Plate Negative,Gelatin Silver,,Provided by Instituto Moreira Salles,300,240,http://acervos.ims.com.br/portals/#/detailpage/104064,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/0072430cx044b-01/full/max/0/default.jpg
0072430cx044b-06,Aqueduto da Carioca (Arcos da Lapa); a partir da atual Avenida República do Paraguai,Marc Ferrez,,circa 1905,1900,1910,Photograph,Views,Instituto Moreira Salles,Glass Plate Negative,Gelatin Silver,,Provided by Instituto Moreira Salles,300,240,http://acervos.ims.com.br/portals/#/detailpage/104065,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/0072430cx044b-06/full/max/0/default.jpg
0072430cx044b-08,Aqueduto da Carioca (Arcos da Lapa); a partir da atual Avenida República do Paraguai,Marc Ferrez,,circa 1905,1900,1910,Photograph,Views,Instituto Moreira Salles,Glass Plate Negative,Gelatin Silver,,Provided by Instituto Moreira Salles,300,240,http://acervos.ims.com.br/portals/#/detailpage/104066,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/0072430cx044b-08/full/max/0/default.jpg
0072430cx044b-09,Pavilhão de regatas,Marc Ferrez,,circa 1905,1900,1910,Photograph,Views,Instituto Moreira Salles,Glass Plate Negative,Gelatin Silver,,Provided by Instituto Moreira Salles,300,240,http://acervos.ims.com.br/portals/#/detailpage/104067,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/0072430cx044b-09/full/max/0/default.jpg
0072430cx047-08,Canal do Mangue,Marc Ferrez,Vista do canal do Mangue tomada das proximidades da atual Cidade Nova.,circa 1890,1885,1895,Photograph,Views,Instituto Moreira Salles,Glass Plate Negative,Gelatin Silver,,Provided by Instituto Moreira Salles,300,240,http://acervos.ims.com.br/portals/#/detailpage/104056,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/0072430cx047-08/full/max/0/default.jpg
0072430cx047-09,Canal do Mangue,Marc Ferrez,Vista do canal do Mangue tomada das proximidades da atual Cidade Nova.,circa 1890,1885,1895,Photograph,Views,Instituto Moreira Salles,Glass Plate Negative,Gelatin Silver,,Provided by Instituto Moreira Salles,300,240,http://acervos.ims.com.br/portals/#/detailpage/104057,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/0072430cx047-09/full/max/0/default.jpg
0072430cx056b-05,"Avenida Central, atual Avenida Rio Branco",Marc Ferrez,"Vista da Avenida Central, do quarteirão entre a Rua 7 de Setembro e Rua do Ouvidor.",circa 1910,1905,1915,Photograph,Views,Instituto Moreira Salles,Glass Plate Negative,Gelatin Silver,,Provided by Instituto Moreira Salles,300,240,http://acervos.ims.com.br/portals/#/detailpage/104061,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/0072430cx056b-05/full/max/0/default.jpg
0072430cx056b-07,"Avenida Central, atual Avenida Rio Branco; à direita, os prédios da Biblioteca Nacional e da Escola Nacional de Belas Artes",Marc Ferrez,,circa 1910,1905,1915,Photograph,Views,Instituto Moreira Salles,Glass Plate Negative,Gelatin Silver,,Provided by Instituto Moreira Salles,300,240,http://acervos.ims.com.br/portals/#/detailpage/104062,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/0072430cx056b-07/full/max/0/default.jpg
0072430cx063-01,Largo do Bom Retiro,Marc Ferrez,,circa 1889,1884,1894,Photograph,Views,Instituto Moreira Salles,Glass Plate Negative,Gelatin Silver,,Provided by Instituto Moreira Salles,300,240,http://acervos.ims.com.br/portals/#/detailpage/104058,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/0072430cx063-01/full/max/0/default.jpg
0072430cx063-05,Estrada de Ferro do Corcovado. Viaduto do Silvestre,Marc Ferrez,,circa 1889,1884,1894,Photograph,Views,Instituto Moreira Salles,Glass Plate Negative,Gelatin Silver,,Provided by Instituto Moreira Salles,300,240,http://acervos.ims.com.br/portals/#/detailpage/104059,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/0072430cx063-05/full/max/0/default.jpg
0072430cx067-03,Prédio do Silogeu Brasileiro,Marc Ferrez,,circa 1910,1905,1915,Photograph,Views,Instituto Moreira Salles,Glass Plate Negative,Gelatin Silver,,Provided by Instituto Moreira Salles,300,240,http://acervos.ims.com.br/portals/#/detailpage/104055,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/0072430cx067-03/full/max/0/default.jpg
0072430cx097-08,"Paço Imperial, antiga Repartição Geral dos Telégrafos",Marc Ferrez,,circa 1900,1895,1905,Photograph,Views,Instituto Moreira Salles,,Gelatin Silver,,Provided by Instituto Moreira Salles,300,240,http://acervos.ims.com.br/portals/#/detailpage/82659,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/0072430cx097-08/full/max/0/default.jpg
0072430cx110-09,Hotel White,Marc Ferrez,,circa 1889,1884,1894,Photograph,Views,Instituto Moreira Salles,Glass Plate Negative,Collodion,,Provided by Instituto Moreira Salles,300,240,http://acervos.ims.com.br/portals/#/detailpage/104068,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/0072430cx110-09/full/max/0/default.jpg
0073040cx002-01,"Avenida Central, edifícios de número 79 e 81",Marc Ferrez,Próximo ao atual cruzamento da Avenida Rio Branco com a Avenida Presidente Vargas.,circa 1907,1905,1912,Photograph,Views,Instituto Moreira Salles,Glass Plate Negative,Gelatin Silver,,Provided by Instituto Moreira Salles,300,400,http://acervos.ims.com.br/portals/#/detailpage/102551,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/0073040cx002-01/full/max/0/default.jpg
0073040cx002-04,Edifício da Caixa de Amortização,Marc Ferrez,,circa 1880,1875,1885,Photograph,Views,Instituto Moreira Salles,Glass Plate Negative,Gelatin Silver,,Provided by Instituto Moreira Salles,400,300,http://acervos.ims.com.br/portals/#/detailpage/107502,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/0073040cx002-04/full/max/0/default.jpg
0073040cx005-11,"Estrada de Ferro Central do Brasil (Ramal da Marítima), Estação Marítima da Gamboa, Km 1",Marc Ferrez,"Vista dos fundos da Estação Marítima da Gamboa. Foi aberta em 1880, quando a ferrovia era denominada Estrada de Ferro Dom Pedro II. Não era destinada a passageiros, mas apenas utilizada como embarque de cargas que chegavam ao Porto do Rio de Janeiro",circa 1903,1890,1908,Photograph,Views,Instituto Moreira Salles,Glass Plate Negative,Gelatin Silver,,Provided by Instituto Moreira Salles,400,300,http://acervos.ims.com.br/portals/#/detailpage/104077,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/0073040cx005-11/full/max/0/default.jpg
0073040cx023-01,"Rua São Clemente; ao fundo, o Morro do Corcovado",Marc Ferrez,,circa 1885,1880,1890,Photograph,Views,Instituto Moreira Salles,Glass Plate Negative,Gelatin Silver,,Provided by Instituto Moreira Salles,300,400,http://acervos.ims.com.br/portals/#/detailpage/107503,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/0073040cx023-01/full/max/0/default.jpg
0073040cx023-02,"Palácio Imperial de São Cristóvão, atual Museu Nacional",Marc Ferrez,,circa 1887,1882,1892,Photograph,Views,Instituto Moreira Salles,Glass Plate Negative,Gelatin Silver,,Provided by Instituto Moreira Salles,400,300,http://acervos.ims.com.br/portals/#/detailpage/102557,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/0073040cx023-02/full/max/0/default.jpg
0073040cx023-03,Igreja de São Francisco de Paula,Marc Ferrez,,circa 1890,1885,1895,Photograph,Views,Instituto Moreira Salles,Glass Plate Negative,Gelatin Silver,,Provided by Instituto Moreira Salles,300,400,http://acervos.ims.com.br/portals/#/detailpage/102558,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/0073040cx023-03/full/max/0/default.jpg
0073040cx034-06,"Estrada de Ferro do Corcovado, Ponte das Velhas, Km 1,8",Marc Ferrez,,circa 1884,1883,1885,Photograph,Views,Instituto Moreira Salles,Glass Plate Negative,Gelatin Silver,,Provided by Instituto Moreira Salles,400,300,http://acervos.ims.com.br/portals/#/detailpage/102688,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/0073040cx034-06/full/max/0/default.jpg
0073040cx035-06,"Panorama de Botafogo, Flamengo e Urca; ao fundo, o Morro do Pão de Açúcar",Marc Ferrez,,circa 1890,1885,1895,Photograph,Views,Instituto Moreira Salles,Glass Plate Negative,Gelatin Silver,,Provided by Instituto Moreira Salles,400,300,http://acervos.ims.com.br/portals/#/detailpage/102568,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/0073040cx035-06/full/max/0/default.jpg
0074050cx003e004a-03,Teatro Municipal; a partir da Escola Nacional de Belas Artes,Marc Ferrez,,circa 1910,1905,1915,Photograph,Views,Instituto Moreira Salles,Glass Plate Negative,Gelatin Silver,,Provided by Instituto Moreira Salles,500,400,http://acervos.ims.com.br/portals/#/detailpage/101525,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/0074050cx003e004a-03/full/max/0/default.jpg
0074050cx003e004b-02,Teatro Municipal,Marc Ferrez,,circa 1912,1909,1917,Photograph,Views,Instituto Moreira Salles,Glass Plate Negative,Gelatin Silver,,Provided by Instituto Moreira Salles,500,400,http://acervos.ims.com.br/portals/#/detailpage/102548,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/0074050cx003e004b-02/full/max/0/default.jpg
0074050cx005-02,Inauguração do monumento em homenagem a Pedro Alvares Cabral,Marc Ferrez,O monumento foi construído por ocasião do 4º Centenário do descobrimento do Brasil.,1900,1900,1900,Photograph,Views,Instituto Moreira Salles,Glass Plate Negative,Gelatin Silver,,Provided by Instituto Moreira Salles,500,400,http://acervos.ims.com.br/portals/#/detailpage/82663,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/0074050cx005-02/full/max/0/default.jpg
0074050cx006e007-03,"Sede do periódico ""O Paiz"" na esquina da Avenida Central com Rua Sete de Setembro",Marc Ferrez,,circa 1906,1901,1911,Photograph,Views,Instituto Moreira Salles,Glass Plate Negative,Gelatin Silver,,Provided by Instituto Moreira Salles,500,400,http://acervos.ims.com.br/portals/#/detailpage/107497,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/0074050cx006e007-03/full/max/0/default.jpg
0074050cx009-02,"Rua Direita, atual Primeiro de Março; à esquerda, o edifício dos Correios",Marc Ferrez,,circa 1890,1885,1895,Photograph,Views,Instituto Moreira Salles,Glass Plate Negative,Gelatin Silver,,Provided by Instituto Moreira Salles,400,500,http://acervos.ims.com.br/portals/#/detailpage/107498,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/0074050cx009-02/full/max/0/default.jpg
0074050cxsn2-02,Bairro do Flamengo visto do Morro da Nova Cintra,Marc Ferrez,,circa 1890,1885,1995,Photograph,Views,Instituto Moreira Salles,Glass Plate Negative,Gelatin Silver,,Provided by Instituto Moreira Salles,370,210,http://acervos.ims.com.br/portals/#/detailpage/105567,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/0074050cxsn2-02/full/max/0/default.jpg
007A5P3F04-045,Avenida Rio Branco,Autoria não identificada,"A abertura de uma avenida que cortasse o centro da cidade de ponta a ponta estava prevista quando começou-se as obras no porto do Rio de Janeiro, no início do século XX. Foi então rasgado um caminho, em linha reta, que ia da Praia da Ajuda à Prainha, e a maioria das ruas do entorno foi arrasada, além de desapropriados inúmeros imóveis. A primeira casa derrubada foi em março de1904 e já em setembro o prefeito Pereira Passos, o engenheiro  Paulo de Frontin (nomeado chefe das obras), Rodrigues Alves e Lauro Müller podiam percorrer a avenida de 1.996 metros de comprimento e 33 metros de largura. Com pavimentação artística de mestre calceteiros cedidos pela Câmara de Lisboa e ornamentada com paus-brasil e jambeiros, a Avenida Central foi inaugurada em 1905. Em 12 de fevereiro de 1912 foi renomeada avenida Rio Branco, em homenagem ao chanceler barão do Rio Branco, que havia morrido dois dias antes.",circa 1930,1927,1933,Photograph,Views,Instituto Moreira Salles,Photomechanical Print,Collotype Print,,Provided by Instituto Moreira Salles,227,164,http://acervos.ims.com.br/portals/#/detailpage/88599,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/007A5P3F04-045/full/max/0/default.jpg
007A5P3F04-046,Theatro Municipal,Autoria não identificada,"Em estilo eclético, o Theatro Municipal foi desenhado por Francisco de Oliveira Passos, engenheiro e  filho do prefeito Pereira Passos. O projeto foi escolhido por licitação sob anonimato, e o engenheiro ganhou com o pseudonimo de Áquila. Ninguém pôs em dúvida o resultado, seja pela reconhecida integridade do prefeito, seja pela comissão julgadora que tinha nomes importantes, como: Rodolfo Bernadelli, o ministro Lauro Muller, Paulo de Frontin, Adolfo Morales de los Rios, Artur Azevedo, Tristão Alencar e Araripe Júnior. Foi inaugurado em 1909, como parte do conjunto arquitetônico das Obras de Reurbanização da Cidade do Rio de Janeiro, durante a prefeitura de Pereira Passos. O Theatro exerce desde sua inauguração um importante papel para a cultura carioca e nacional, recebendo em seu palco importantes artistas, orquestras e companhias de balé.",circa 1930,1927,1933,Photograph,Views,Instituto Moreira Salles,Photomechanical Print,Collotype Print,,Provided by Instituto Moreira Salles,229,183,http://acervos.ims.com.br/portals/#/detailpage/63855,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/007A5P3F04-046/full/max/0/default.jpg
007A5P3F04-048,Praça Floriano,Autoria não identificada,"A Praça Floriano foi construída pela Prefeitura, durante governo de Carlos Sampaio. Com o fim das obras de abertura da avenida Central, uma vasta área, que era limitada pelos edifícios do Theatro Municipal, Palácio Monroe e Biblioteca Nacional, havia sido deixada de lado. Logo Carlos Sampaio a incluiu em seu plano de embelezamento da cidade para as comemorações do Centenário da Independência, contando também com a ajuda da iniciativa privada (principalmente Francisco Serrador, dono da Companhia Cinematográfica Brasileira, e os irmãos Vivaldi e Ademar Leite Ribeiro). A Companhia Cinematográfica foi a responsável pela construção dos grandes edifícios com cinemas e teatros, que contribuíram para que a praça, até hoje, fosse mais conhecida como Cinelândia.",circa 1930,1927,1933,Photograph,Views,Instituto Moreira Salles,Photomechanical Print,Collotype Print,,Provided by Instituto Moreira Salles,229,164,http://acervos.ims.com.br/portals/#/detailpage/88601,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/007A5P3F04-048/full/max/0/default.jpg
007A5P3F04-049,Palácio Monroe,Autoria não identificada,"O palácio Monroe foi idealizado a princípio para figurar na Exposição de Saint-Louis, comemoração norte-americana pela incorporação do Estado da Louisiana à União em 1803. O Presidente Rodrigues Alves requisitou as verbas necessárias ao Congresso para que o Brasil comparecesse com um pavilhão no evento, mas estipulou logo que o edifício deveria ser reerguido na cidade do Rio de Janeiro, finda a amostra. O projeto é do coronel-arquiteto Francisco Marcelino de Souza Aguiar. Sua inauguração em solo brasileiro deu-se em 1906 sendo denominado Palácio Monroe, em homenagem ao presidente dos EUA James Monroe. Abrigou a Câmara dos Deputados e acolheu o Senado e várias repartições públicas. Foi derrubado em 1976.",circa 1930,1925,1935,Photograph,Views,Instituto Moreira Salles,Photomechanical Print,Collotype Print,,Provided by Instituto Moreira Salles,228,164,http://acervos.ims.com.br/portals/#/detailpage/63858,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/007A5P3F04-049/full/max/0/default.jpg
007A5P3F04-050,Botafogo,Autoria não identificada,"Bairro tradicional do Rio desde o século XIX, Botafogo cresceu muito depois de1880, estimulado pela inauguração dos bondes e abertura de novas ruas. A Praia de Botafogo foi primeiro chamada pelos franceses de ""Le Lac"" - o Lago. Os portugueses deram o nome de Francisco Velho, um dos companheiros de Estácio de Sá no Morro Cara de Cão, que se estabeleceu na praia e começou ali uma lavoura. Por volta de 1641 passou a chamar-se Praia de Botafogo por causa de João de Souza Botafogo, que ali manteve residência depois que chegou ao Brasil fugindo de perseguições políticas em Portugal. João Botafogo ajudou os portugueses nas lutas contra os franceses e, pelos seus serviços, passou a proprietário de terras que iam do litoral até a Quinta da Olaria de São Clemente. Até o século XVIII o bairro era praticamente inabitado, e eram dois os caminhos que levavam à Praia: o Caminho Velho, atual Rua Senador Vergueiro, e o Caminho Novo, atual Rua Marquês de Abrantes.",circa 1930,1925,1935,Photograph,Views,Instituto Moreira Salles,Photomechanical Print,Collotype Print,,Provided by Instituto Moreira Salles,228,164,http://acervos.ims.com.br/portals/#/detailpage/88602,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/007A5P3F04-050/full/max/0/default.jpg
