Source ID,Title,Creator,Description (English),Description (Portuguese),Date,First Year,Last Year,Type,Item Set,Source,Source URL,Materials,Fabrication Method,Rights,License,Attribution,Width (mm),Height (mm),Latitude,Longitude,Depicts,Wikidata ID,Smapshot ID,Media URL
002080RJ3512,Festa da Sombrinha em Copacabana,Guilherme Santos,,,1929,1929,1929,Photograph,all||views,Instituto Moreira Salles,,Glass diapositive||Stereoscopy,Silver gelatin,,,,110.0,45.0,-22.97813,-43.1891,,,,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/002080RJ3512.jpg
002080RJ3517,"Evento militar na rua do Catete, próximo ao Palácio do Catete",Guilherme Santos,,,01-01-1913,1908,1918,Photograph,all||views,Instituto Moreira Salles,http://acervos.ims.com.br/portals/#/detailpage/88821,Glass diapositive||Stereoscopy,Silver gelatin,,,,110.0,45.0,-22.92601,-43.17669,,,,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/002080RJ3517.jpg
002080RJ3602,Revolução de 1930; populares e revolucionários na avenida Rio Branco,Guilherme Santos,,,10-1930,1930,1930,Photograph,all||views,Instituto Moreira Salles,http://acervos.ims.com.br/portals/#/detailpage/82956,Glass diapositive||Stereoscopy,Silver gelatin,,,,110.0,45.0,-22.90391,-43.17819,,,,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/002080RJ3602.jpg
002080RJ3605,Revolução de 1930; populares e revolucionários na avenida Rio Branco,Guilherme Santos,,"Destaque para a fumaça de imóveis incendiados. No dia 24/10/1930 ocorrerram incêndios nos jornais: “O País”, “A Noite”, “Jornal do Brasil” e na “Gazeta de Notícias”.",24-10-1930,1930,1930,Photograph,all||views,Instituto Moreira Salles,http://acervos.ims.com.br/portals/#/detailpage/82958,Glass diapositive||Stereoscopy,Silver gelatin,,,,110.0,45.0,-22.90357,-43.1783,,,,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/002080RJ3605.jpg
002080RJ3606,"Revolução de 1930; populares e revolucionários na avenida Rio Branco, na altura da rua do Ouvidor, em frente à Gazeta de Notícias",Guilherme Santos,,"No dia 24/10/1930 ocorrerram incêndios nos jornais: “O País”, “A Noite”, “Jornal do Brasil” e na “Gazeta de Notícias”.",24-10-1930,1930,1930,Photograph,all||views,Instituto Moreira Salles,http://acervos.ims.com.br/portals/#/detailpage/82957,Glass diapositive||Stereoscopy,Silver gelatin,,,,110.0,45.0,-22.90364,-43.17825,,,,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/002080RJ3606.jpg
002080RJ3607,Revolução de 1930; conflito na rua do Rosário,Guilherme Santos,,,10-1930,1930,1930,Photograph,all||views,Instituto Moreira Salles,http://acervos.ims.com.br/portals/#/detailpage/82959,Glass diapositive||Stereoscopy,Silver gelatin,,,,110.0,45.0,-22.90351,-43.17921,,,,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/002080RJ3607.jpg
002080RJ3608,Revolução de 1930; militares e civis reunidos após a vitória,Guilherme Santos,,,24-10-1930,1930,1930,Photograph,all||views,Instituto Moreira Salles,http://acervos.ims.com.br/portals/#/detailpage/82960,Glass diapositive||Stereoscopy,Silver gelatin,,,,110.0,45.0,-22.90363,-43.17832,,,,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/002080RJ3608.jpg
002080RJ3801,"Visita dos reis da Bélgica à brigada policial da capital federal, junto ao presidente Epitácio Pessoa",Guilherme Santos,,"A visita do rei Alberto I da Bélgica (1875 – 1934) ao Brasil, entre 19 de setembro e 15 de outubro de 1920, foi a primeira realizada por uma monarca europeu à América do Sul (A Noite, 2 de junho de 1920). Ele veio acompanhado de sua esposa, a rainha Elisabeth (1876 – 1965), e o filho do casal, o príncipe Leopoldo (1901 – 1983), futuro rei Leopoldo III, juntou-se a eles no princípio de outubro. Durante sua estadia no país, o casal real foi sempre aclamado pela população e os jornais comumente referiam-se ao soberano como o “rei herói” ou o “rei soldado”, devido à sua atuação na Primeira Guerra Mundial (Jornal do Brasil, 8 de abril de 1920). Sobre a fotografia, sabemos que no dia 1º de outubro os reis belgas andaram pelas ruas do centro do Rio de Janeiro, atraindo a atenção popular. Após o almoço, o soberano visitou a brigada policial com o presidente Epitácio Pessoa.",01-10-1920,1920,1920,Photograph,all||views,Instituto Moreira Salles,http://acervos.ims.com.br/portals/#/detailpage/82961,Glass diapositive||Stereoscopy,Silver gelatin,,,,110.0,45.0,-22.90341,-43.19005,,,,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/002080RJ3801.jpg
002080RJ3804,"Visita dos Reis da Bélgica, Arsenal da Marinha",Guilherme Santos,,,1920,1920,1920,Photograph,all||views,Instituto Moreira Salles,,Glass diapositive||Stereoscopy,Silver gelatin,,,,110.0,45.0,-22.89795,-43.17659,,,,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/002080RJ3804.jpg
002080RJ3818,Visita do Rei Alberto I a brigada policial,Guilherme Santos,,,1920,1920,1920,Photograph,all||views,Instituto Moreira Salles,,Glass diapositive||Stereoscopy,Silver gelatin,,,,110.0,45.0,-22.9022,-43.1897,,,,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/002080RJ3818.jpg
002080RJ3819,"Visita dos reis da Bélgica, excursão à Teresópolis; destaque para marinheiros prestando continência à bandeira",Guilherme Santos,,"A visita do rei Alberto I da Bélgica (1875 – 1934) ao Brasil, entre 19 de setembro e 15 de outubro de 1920, foi a primeira realizada por uma monarca europeu à América do Sul (A Noite, 2 de junho de 1920). Ele veio acompanhado de sua esposa, a rainha Elisabeth (1876 – 1965), e o filho do casal, o príncipe Leopoldo (1901 – 1983), futuro rei Leopoldo III, juntou-se a eles no princípio de outubro. Durante sua estadia no país, o casal real foi sempre aclamado pela população e os jornais comumente referiam-se ao soberano como o “rei herói” ou o “rei soldado”, devido à sua atuação na Primeira Guerra Mundial (Jornal do Brasil, 8 de abril de 1920). No dia 28 de setembro de 1920, os reis belgas e a comitiva real foram para Teresópolis em companhia de Epitácio Pessoa e outras autoridades. Seguiram no vapor do presidente até a estação Piedade, onde passaram para um trem especial da Estrada de Ferro Teresópolis.",28-09-1920,1920,1920,Photograph,all||views,Instituto Moreira Salles,http://acervos.ims.com.br/portals/#/detailpage/82965,Glass diapositive||Stereoscopy,Silver gelatin,,,,110.0,45.0,-22.89789,-43.17673,,,,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/002080RJ3819.jpg
002080RJ3902,"Praça Floriano, Cinelândia; ao fundo, o Palácio Monroe",Guilherme Santos,,,01-01-1925,1920,1930,Photograph,all||views,Instituto Moreira Salles,http://acervos.ims.com.br/portals/#/detailpage/82962,Glass diapositive||Stereoscopy,Silver gelatin,,,,110.0,45.0,-22.91068,-43.17565,,,,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/002080RJ3902.jpg
002080RJ3903,"Praça Floriano, Cinelândia; ao fundo, o Teatro Municipal",Guilherme Santos,,,01-01-1925,1920,1930,Photograph,all||views,Instituto Moreira Salles,http://acervos.ims.com.br/portals/#/detailpage/82963,Glass diapositive||Stereoscopy,Silver gelatin,,,,110.0,45.0,-22.91026,-43.17584,,,,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/002080RJ3903.jpg
002080RJ3912,"Vista do pôr do sol na avenida Niemeyer; ao fundo, a Pedra da Gávea",Guilherme Santos,,,01-01-1927,1922,1932,Photograph,all||views,Instituto Moreira Salles,http://acervos.ims.com.br/portals/#/detailpage/82964,Glass diapositive||Stereoscopy,Silver gelatin,,,,110.0,45.0,-22.99686,-43.24249,,,,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/002080RJ3912.jpg
002080RJ3913,"Vista noturna do Rio de Janeiro tirada do Corcovado; destaque para a enseada de Botafogo e o morro do Pão de Açúcar, ao fundo",Guilherme Santos,,,01-01-1925,1920,1930,Photograph,all||views,Instituto Moreira Salles,http://acervos.ims.com.br/portals/#/detailpage/88822,Glass diapositive||Stereoscopy,Silver gelatin,,,,110.0,45.0,-22.95185,-43.21005,,,,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/002080RJ3913.jpg
002080RJ4201,Igreja de São Francisco de Paula,Guilherme Santos,,,01-01-1920,1915,1925,Photograph,all||views,Instituto Moreira Salles,http://acervos.ims.com.br/portals/#/detailpage/82966,Glass diapositive||Stereoscopy,Silver gelatin,,,,110.0,45.0,-22.90462,-43.18063,,,,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/002080RJ4201.jpg
002080RJ4202,Vista da Avenida Rio Branco; a partir do edifício Assicurazioni,Guilherme Santos,,"Edifício localizado na Avenida Rio Branco, nº 128, onde a companhia de seguros Assicurazioni Generali funcionou entre 1925 e 2019.",01-01-1930,1925,1935,Photograph,all||views,Instituto Moreira Salles,http://acervos.ims.com.br/portals/#/detailpage/82968,Glass diapositive||Stereoscopy,Silver gelatin,,,,110.0,45.0,-22.90551,-43.17764,,,,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/002080RJ4202.jpg
002080RJ4203,Vista do largo de São Francisco de Paula; a partir do edifício Adriática,Guilherme Santos,,,01-01-1940,1935,1945,Photograph,all||views,Instituto Moreira Salles,http://acervos.ims.com.br/portals/#/detailpage/82967,Glass diapositive||Stereoscopy,Silver gelatin,,,,110.0,45.0,-22.90362,-43.18075,,,,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/002080RJ4203.jpg
002080RJ4204,,Guilherme Santos,,,,,,Photograph,all||views,Instituto Moreira Salles,,Glass diapositive||Stereoscopy,Silver gelatin,,,,110.0,45.0,,,,,,
002080RJ4206,,Guilherme Santos,,,,,,Photograph,all||views,Instituto Moreira Salles,,Glass diapositive||Stereoscopy,Silver gelatin,,,,110.0,45.0,,,,,,
002080RJ4208,Pavilhão Mourisco,Guilherme Santos,,"Projetado inicialmente para ser um music-hall, nos moldes do Horloge ou do Ambassateurs, ambos situados na avenidas dos Campos Elíseos, em Paris, o Pavilhão Mourisco nunca chegou a ser uma casa de espetáculos, mas teve sucesso  como restaurante, montado com um luxo realmente asiático, e bar durante os primeiros anos de sua existência. Foi encomendado durante a gestão do prefeito do Rio de Janeiro, Francisco Pereira Passos (1836 – 1913), mas foi inaugurado no início de 1907, quando a prefeitura já estava sob o comando de Francisco Marcelino de Souza Aguiar (1855 – 1935). Em março de 1950, o Pavilhão Mourisco foi demolido.",01-01-1915,1910,1920,Photograph,all||views,Instituto Moreira Salles,http://acervos.ims.com.br/portals/#/detailpage/82969,Glass diapositive||Stereoscopy,Silver gelatin,,,,110.0,45.0,-22.95021,-43.18192,,,,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/002080RJ4208.jpg
002080RJ4210,"Tropas na avenida Rio Branco; ao fundo, o Morro do Castelo",Guilherme Santos,,,01-01-1915,1910,1920,Photograph,all||views,Instituto Moreira Salles,http://acervos.ims.com.br/portals/#/detailpage/82970,Glass diapositive||Stereoscopy,Silver gelatin,,,,110.0,45.0,-22.90929,-43.17612,,,,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/002080RJ4210.jpg
002080RJ4215,Monumento a Floriano Peixoto na avenida Rio Branco,Guilherme Santos,,,01-01-1920,1915,1925,Photograph,all||views,Instituto Moreira Salles,http://acervos.ims.com.br/portals/#/detailpage/82972,Glass diapositive||Stereoscopy,Silver gelatin,,,,110.0,45.0,-22.90983,-43.17566,,,,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/002080RJ4215.jpg
002080RJ4216,Jardim da Cinelândia,Guilherme Santos,,,01-01-1920,1915,1925,Photograph,all||views,Instituto Moreira Salles,http://acervos.ims.com.br/portals/#/detailpage/82971,Glass diapositive||Stereoscopy,Silver gelatin,,,,110.0,45.0,-22.91069,-43.1756,,,,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/002080RJ4216.jpg
002080RJ4218,"Terreno do Convento da Ajuda, ao fundo o Palácio Monroe",Guilherme Santos,,,1913,1913,1913,Photograph,all||views,Instituto Moreira Salles,,Glass diapositive||Stereoscopy,Silver gelatin,,,,110.0,45.0,-22.91058,-43.17603,,,,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/002080RJ4218.jpg
002080RJ4219,Avenida Rio Branco - casamento,Guilherme Santos,,,01-01-1925,1920,1930,Photograph,all||views,Instituto Moreira Salles,http://acervos.ims.com.br/portals/#/detailpage/82973,Glass diapositive||Stereoscopy,Silver gelatin,,,,110.0,45.0,-22.90364,-43.17825,,,,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/002080RJ4219.jpg
002080RJ4220,"Trecho da Avenida Rio Branco, próximo à Praça Floriano, Cinelândia",Guilherme Santos,,,01-01-1925,1920,1930,Photograph,all||views,Instituto Moreira Salles,http://acervos.ims.com.br/portals/#/detailpage/82974,Glass diapositive||Stereoscopy,Silver gelatin,,,,110.0,45.0,-22.90111,-43.17912000000001,,,,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/002080RJ4220.jpg
002080RJ4607,,Guilherme Santos,,,,,,Photograph,all||views,Instituto Moreira Salles,,Glass diapositive||Stereoscopy,Silver gelatin,,,,110.0,45.0,,,,,,
002080RJ4616,,Guilherme Santos,,,,,,Photograph,all||views,Instituto Moreira Salles,,Glass diapositive||Stereoscopy,Silver gelatin,,,,110.0,45.0,,,,,,
002080RJ4617,,Guilherme Santos,,,,,,Photograph,all||views,Instituto Moreira Salles,,Glass diapositive||Stereoscopy,Silver gelatin,,,,110.0,45.0,,,,,,
002080RJ4619,Estátua em homenagem a João Caetano,Guilherme Santos,,"A estátua se encontra em frente ao Teatro João Caetano, onde era o Teatro São Pedro.",01-01-1915,1910,1920,Photograph,all||views,Instituto Moreira Salles,http://acervos.ims.com.br/portals/#/detailpage/82975,Glass diapositive||Stereoscopy,Silver gelatin,,,,110.0,45.0,-22.90691,-43.18224,,,,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/002080RJ4619.jpg
002080RJ4701,Vista do centro da cidade; a partir do Morro do Castelo,Guilherme Santos,,,01-01-1915,1910,1920,Photograph,all||views,Instituto Moreira Salles,http://acervos.ims.com.br/portals/#/detailpage/83597,Glass diapositive||Stereoscopy,Silver gelatin,,,,110.0,45.0,-22.89945,-43.18397,,,,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/002080RJ4701.jpg
002080RJ4702,Rua das Andradas,Guilherme Santos,,,01-01-1915,1910,1920,Photograph,all||views,Instituto Moreira Salles,http://acervos.ims.com.br/portals/#/detailpage/83603,Glass diapositive||Stereoscopy,Silver gelatin,,,,110.0,45.0,-22.90497,-43.18088,,,,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/002080RJ4702.jpg
002080RJ4703,Evento militar em frente à Biblioteca Nacional,Guilherme Santos,,,01-01-1910,1905,1915,Photograph,all||views,Instituto Moreira Salles,http://acervos.ims.com.br/portals/#/detailpage/83598,Glass diapositive||Stereoscopy,Silver gelatin,,,,110.0,45.0,-22.9094,-43.17644,,,,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/002080RJ4703.jpg
002080RJ4704,Rua da Carioca,Guilherme Santos,,,01-01-1917,1912,1922,Photograph,all||views,Instituto Moreira Salles,http://acervos.ims.com.br/portals/#/detailpage/83599,Glass diapositive||Stereoscopy,Silver gelatin,,,,110.0,45.0,-22.90668,-43.18362,,,,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/002080RJ4704.jpg
002080RJ4705,,Guilherme Santos,,,,,,Photograph,all||views,Instituto Moreira Salles,,Glass diapositive||Stereoscopy,Silver gelatin,,,,110.0,45.0,,,,,,
002080RJ4706,Travessa das Belas Artes,Guilherme Santos,,,01-01-1915,1910,1920,Photograph,all||views,Instituto Moreira Salles,http://acervos.ims.com.br/portals/#/detailpage/83602,Glass diapositive||Stereoscopy,Silver gelatin,,,,110.0,45.0,-22.90565,-43.18329,,,,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/002080RJ4706.jpg
002080RJ4707,Candelária,Guilherme Santos,,,01-01-1950,1945,1955,Photograph,all||views,Instituto Moreira Salles,http://acervos.ims.com.br/portals/#/detailpage/83604,Glass diapositive||Stereoscopy,Silver gelatin,,,,110.0,45.0,-22.90009,-43.17692,,,,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/002080RJ4707.jpg
002080RJ4708,Edifícios na avenida Presidente Vargas,Guilherme Santos,,,01-01-1950,1945,1955,Photograph,all||views,Instituto Moreira Salles,http://acervos.ims.com.br/portals/#/detailpage/83600,Glass diapositive||Stereoscopy,Silver gelatin,,,,110.0,45.0,-22.90336,-43.18943,,,,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/002080RJ4708.jpg
002080RJ4709,"Candelária, vista posterior",Guilherme Santos,,,01-01-1950,1945,1955,Photograph,all||views,Instituto Moreira Salles,http://acervos.ims.com.br/portals/#/detailpage/83601,Glass diapositive||Stereoscopy,Silver gelatin,,,,110.0,45.0,-22.90162,-43.17911,,,,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/002080RJ4709.jpg
002080RJ4714,"A Ladeira de Comercio, antigo Paço da Cidade",Guilherme Santos,,,1912,1912,1912,Photograph,all||views,Instituto Moreira Salles,http://acervos.ims.com.br/portals/#/detailpage/82892,Glass diapositive||Stereoscopy,Silver gelatin,,,,110.0,45.0,-22.90314,-43.17524,,,,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/002080RJ4714.jpg
002080RJ4715,Região do antigo Mercado do Peixe,Guilherme Santos,,,01-01-1912,1912,1917,Photograph,all||views,Instituto Moreira Salles,http://acervos.ims.com.br/portals/#/detailpage/82891,Glass diapositive||Stereoscopy,Silver gelatin,,,,110.0,45.0,-22.90219,-43.17435,,,,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/002080RJ4715.jpg
002080RJ4716,Arco do Teles,Guilherme Santos,,,01-01-1912,1912,1917,Photograph,all||views,Instituto Moreira Salles,http://acervos.ims.com.br/portals/#/detailpage/82890,Glass diapositive||Stereoscopy,Silver gelatin,,,,110.0,45.0,-22.90258,-43.17473,,,,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/002080RJ4716.jpg
002080RJ4717,,Guilherme Santos,,,,,,Photograph,all||views,Instituto Moreira Salles,,Glass diapositive||Stereoscopy,Silver gelatin,,,,110.0,45.0,,,,,,
002080RJ4806,,Guilherme Santos,,,,,,Photograph,all||views,Instituto Moreira Salles,,Glass diapositive||Stereoscopy,Silver gelatin,,,,110.0,45.0,,,,,,
002080RJ5004,Palácio Itamaraty; edifício da Biblioteca e Arquivos,Guilherme Santos,,,01-01-1925,1920,1930,Photograph,all||views,Instituto Moreira Salles,http://acervos.ims.com.br/portals/#/detailpage/83605,Glass diapositive||Stereoscopy,Silver gelatin,,,,110.0,45.0,-22.90237,-43.18817,,,,
002080RJ5105,,Guilherme Santos,,,1930,1930,1930,Photograph,all||views,Instituto Moreira Salles,,Glass diapositive||Stereoscopy,Silver gelatin,,,,110.0,45.0,-22.89536,-43.18146,,,,
002080RJ5512,,Guilherme Santos,,,,,,Photograph,all||views,Instituto Moreira Salles,,Glass diapositive||Stereoscopy,Silver gelatin,,,,110.0,45.0,,,,,,
002080RJ5901,"Jubileu Sacerdotal do Cardeal Arcoverde, escoteiros na catedral aguardando a chegada do Cardeal",Guilherme Santos,,,03-05-1924,1924,1924,Photograph,all||views,Instituto Moreira Salles,,Glass diapositive||Stereoscopy,Silver gelatin,,,,110.0,45.0,-22.90339,-43.17499,,,,
002080RJ5902,"Jubileu Sacerdotal do Cardeal Arcoverde, escoteiros em marcha",Guilherme Santos,,,03-05-1924,1924,1924,Photograph,all||views,Instituto Moreira Salles,,Glass diapositive||Stereoscopy,Silver gelatin,,,,110.0,45.0,-22.90296,-43.17468,,,,
002080RJ5915,,Guilherme Santos,,,,,,Photograph,all||views,Instituto Moreira Salles,,Glass diapositive||Stereoscopy,Silver gelatin,,,,110.0,45.0,,,,,,
002080RJ6402,Exposição Internacional de 1922; exposição de automóveis no pavilhão português,Guilherme Santos,,"Ocorrida entre 1922 e 1923 na cidade do Rio de Janeiro, a Exposição Internacional do Centenário da Independência do Brasil foi um evento idealizado pelo governo para mostrar ao mundo o grau de desenvolvimento do país no primeiro evento deste tipo feito depois da Primeira Guerra Mundial. O espaço urbano da então capital da República sofreu uma incisiva intervenção, a exemplo da finalização do processo de desmonte do morro do Castelo que ocorreu para a Exposição que tinha como objetivo abrir avenidas e erigir pavilhões para receber os representantes de diferentes países. 
Portugal ergueu dois pavilhões na Exposição Internacional. O principal, localizava-se avenida Presidente Antônio Carlos com a avenida das Nações (trecho inicial da atual Avenida Churchil, lado sul), em frente à área da atual Praça Ana Amélia.",01-01-1922,1922,1923,Photograph,all||views,Instituto Moreira Salles,http://acervos.ims.com.br/portals/#/detailpage/83606,Glass diapositive||Stereoscopy,Silver gelatin,,,,110.0,45.0,-22.90992,-43.17169000000001,,,,
002080RJ6414,"Militares na Praça XV de Novembro, no dia da Constituinte de 1934",Guilherme Santos,,"De novembro de 1933 a julho de 1934 o país viveu sob a égide da Assembléia Nacional Constituinte encarregada de elaborar a nova Constituição brasileira que iria substituir a Constituição de 1891. Foram meses de intensa articulação e disputa política entre o governo e os grupos que compunham a Constituinte. Para o primeiro, a futura ordenação jurídica do país deveria incorporar o conjunto de mudanças que vinham sendo promovidas nos campos social, político e econômico. Essas posições também eram defendidas por lideranças tenentistas eleitas para a Constituinte. Para a Igreja Católica, o momento era de afirmação e de maior intervenção na vida política do país. Já para os grupos oligárquicos, a nova Constituição deveria assegurar aos estados um papel de relevo. O maior desafio dos constituintes foi tentar encontrar caminhos capazes de atender a essa gama variada de projetos e interesses.",16-07-1934,1934,1934,Photograph,all||views,Instituto Moreira Salles,http://acervos.ims.com.br/portals/#/detailpage/83607,Glass diapositive||Stereoscopy,Silver gelatin,,,,110.0,45.0,-22.90379,-43.17472,,,,
002080RJ6415,"Cavalaria e civis em frente ao Palácio Tiradentes, no dia da Constituinte de 1934",Guilherme Santos,,"De novembro de 1933 a julho de 1934 o país viveu sob a égide da Assembléia Nacional Constituinte encarregada de elaborar a nova Constituição brasileira que iria substituir a Constituição de 1891. Foram meses de intensa articulação e disputa política entre o governo e os grupos que compunham a Constituinte. Para o primeiro, a futura ordenação jurídica do país deveria incorporar o conjunto de mudanças que vinham sendo promovidas nos campos social, político e econômico. Essas posições também eram defendidas por lideranças tenentistas eleitas para a Constituinte. Para a Igreja Católica, o momento era de afirmação e de maior intervenção na vida política do país. Já para os grupos oligárquicos, a nova Constituição deveria assegurar aos estados um papel de relevo. O maior desafio dos constituintes foi tentar encontrar caminhos capazes de atender a essa gama variada de projetos e interesses.",16-07-1934,1934,1934,Photograph,all||views,Instituto Moreira Salles,http://acervos.ims.com.br/portals/#/detailpage/83608,Glass diapositive||Stereoscopy,Silver gelatin,,,,110.0,45.0,-22.90389,-43.17451,,,,
002080RJ6502,"Construção do aeroporto Santos Dumont, apóa a ampliação da área aterrada",Guilherme Santos,,,1934,1934,1934,Photograph,all||views,Instituto Moreira Salles,http://acervos.ims.com.br/portals/#/detailpage/83609,Glass diapositive||Stereoscopy,Silver gelatin,,,,110.0,45.0,-22.91187,-43.17474,,,,
002080RJ6505,Exercicios dos bombeiros no edificio A noite,Guilherme Santos,,,01-01-1925,1920,1930,Photograph,all||views,Instituto Moreira Salles,http://acervos.ims.com.br/portals/#/detailpage/83610,Glass diapositive||Stereoscopy,Silver gelatin,,,,110.0,45.0,-22.89703,-43.18156,,,,
002080RJ6511,Convento de Santa Teresa,Guilherme Santos,,,01-01-1925,1920,1930,Photograph,all||views,Instituto Moreira Salles,http://acervos.ims.com.br/portals/#/detailpage/83612,Glass diapositive||Stereoscopy,Silver gelatin,,,,110.0,45.0,-22.91487,-43.17875,,,,
002080RJ6512,"Praia de Botafogo; ao fundo, o morro do Corcovado",Guilherme Santos,,,01-01-1915,1910,1920,Photograph,all||views,Instituto Moreira Salles,http://acervos.ims.com.br/portals/#/detailpage/83611,Glass diapositive||Stereoscopy,Silver gelatin,,,,110.0,45.0,-22.9441,-43.18169,,,,
002080RJ6603,"A primeira locomotiva brasileira, a ""Baronesa""",Guilherme Santos,,"A fotografia, possivelmente, refere-se à comemoração do 80º aniversário da introdução dos serviços ferroviários no Brasil, em 10 de Agosto de 1934.",1934,1934,1934,Photograph,all||views,Instituto Moreira Salles,http://acervos.ims.com.br/portals/#/detailpage/88738,Glass diapositive||Stereoscopy,Silver gelatin,,,,110.0,45.0,-22.89658,-43.18183,,,,
002080RJ6604,,Guilherme Santos,,,,,,Photograph,all||views,Instituto Moreira Salles,,Glass diapositive||Stereoscopy,Silver gelatin,,,,110.0,45.0,,,,,,
002080RJ6611,"Visita do presidente dos Estados Unidos, Hoover, à Câmara dos Deputados",Guilherme Santos,,,01-01-1930,1929,1933,Photograph,all||views,Instituto Moreira Salles,http://acervos.ims.com.br/portals/#/detailpage/88739,Glass diapositive||Stereoscopy,Silver gelatin,,,,110.0,45.0,-22.90402000000001,-43.17428,,,,
002080RJ6703,,Guilherme Santos,,,,,,Photograph,all||views,Instituto Moreira Salles,,Glass diapositive||Stereoscopy,Silver gelatin,,,,110.0,45.0,,,,,,
002080RJ6706,Regresso dos Reis belgas; chegada da rainha e do presidente,Guilherme Santos,,"O cortejo real de regresso dos reis belgas partiu para a praça Mauá, passando pela rua Paissandu, e pelas avenidas Beira-Mar e Rio Branco. Foram aclamados por todo o trajeto, que contava com tropas de terra e de mar, sob o comando do general Luiz Barbedo. No cais Mauá, foram recebidos por várias autoridades. Embarcaram com o príncipe Leopoldo, com Epitácio Pessoa e sua esposa, e com mais algumas autoridades e membros de sua comitiva no galeão Dom João VI em direção ao encouraçado São Paulo.",16-10-1920,1920,1920,Photograph,all||views,Instituto Moreira Salles,http://acervos.ims.com.br/portals/#/detailpage/83613,Glass diapositive||Stereoscopy,Silver gelatin,,,,110.0,45.0,-22.89593,-43.18054,,,,
002080RJ6708,"Regresso dos reis belgas, chegada da rainha à praça Mauá",Guilherme Santos,,"O cortejo real de regresso dos reis belgas partiu para a praça Mauá, passando pela rua Paissandu, e pelas avenidas Beira-Mar e Rio Branco. Foram aclamados por todo o trajeto, que contava com tropas de terra e de mar, sob o comando do general Luiz Barbedo. No cais Mauá, foram recebidos por várias autoridades. Embarcaram com o príncipe Leopoldo, com Epitácio Pessoa e sua esposa, e com mais algumas autoridades e membros de sua comitiva no galeão Dom João VI em direção ao encouraçado São Paulo.",16-10-1920,1920,1920,Photograph,all||views,Instituto Moreira Salles,http://acervos.ims.com.br/portals/#/detailpage/83614,Glass diapositive||Stereoscopy,Silver gelatin,,,,110.0,45.0,-22.89569,-43.18074,,,,
002080RJ7301,Pavilhão do Japão na Exposição Internacional de 1922,Guilherme Santos,,,1922,1922,1922,Photograph,all||views,Instituto Moreira Salles,,Glass diapositive||Stereoscopy,Silver gelatin,,,,110.0,45.0,-22.91116,-43.17297,,,,
002080RJ7303,Parte da estrutura da Exposição Internacional de 1922,Guilherme Santos,,,01-01-1922,1922,1923,Photograph,all||views,Instituto Moreira Salles,http://acervos.ims.com.br/portals/#/detailpage/83616,Glass diapositive||Stereoscopy,Silver gelatin,,,,110.0,45.0,-22.90437,-43.16976,,,,
002080RJ7304,"Exposição Internacional de 1922, parte do palácio das Festas ao lado da Avenida das Nações",Guilherme Santos,,,1922,1922,1922,Photograph,all||views,Instituto Moreira Salles,,Glass diapositive||Stereoscopy,Silver gelatin,,,,110.0,45.0,-22.90683,-43.16922,,,,
